Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,ponderal_index,mass_index,surface_area,lean_body_mass,basal_metabolic_rate,estimated_energy_requirements
Dariusz Stanisaw Ku,M,22.0,178.0,64.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,,11.348016721302638,20.199469763918696,1.8011393491452972,54.373999999999995,1688.534,2919.8232
Dariusz Stanisaw Ku,M,22.0,178.0,64.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,,11.348016721302638,20.199469763918696,1.8011393491452972,54.373999999999995,1688.534,2919.8232
Dariusz Stanisaw Ku,M,26.0,178.0,64.0,Poland,POL,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,,11.348016721302638,20.199469763918696,1.8011393491452972,54.373999999999995,1661.534,2881.7032
Dariusz Stanisaw Ku,M,26.0,178.0,64.0,Poland,POL,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,,11.348016721302638,20.199469763918696,1.8011393491452972,54.373999999999995,1661.534,2881.7032
Jozef Kucej,M,23.0,181.0,72.0,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres Hurdles,,12.142182938512827,21.97735111870822,1.9166799571212172,58.431,1806.7930000000001,3114.8556
Jozef Kucej,M,27.0,181.0,72.0,Czechoslovakia,TCH,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres Hurdles,,12.142182938512827,21.97735111870822,1.9166799571212172,58.431,1779.7930000000001,3076.7356
Jozef Kucej,M,31.0,181.0,72.0,Slovakia,SVK,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres Hurdles,,12.142182938512827,21.97735111870822,1.9166799571212172,58.431,1752.7930000000001,3038.6156
Martin Kuera,M,26.0,193.0,74.0,Slovakia,SVK,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,,10.29342235010795,19.86630513570834,2.031509481316895,62.449,1874.0790000000002,3198.1112000000003
Kazimierz Kucharski,M,27.0,184.0,64.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 400 metres Relay,,10.273691131749814,18.90359168241966,1.8449548150635564,55.976,1684.8020000000001,2904.5492000000004
Anvar Khatamovich Kuchmuradov,M,26.0,178.0,75.0,Uzbekistan,UZB,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,,13.298457095276529,23.671253629592222,1.926734448408978,58.851,1812.784,3140.718
Anvar Khatamovich Kuchmuradov,M,30.0,178.0,75.0,Uzbekistan,UZB,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,,13.298457095276529,23.671253629592222,1.926734448408978,58.851,1785.784,3102.598
Bjrn Fredrik Arvid Kugelberg,M,23.0,,,Sweden,SWE,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 200 metres,,,,,,,
Bjrn Fredrik Arvid Kugelberg,M,23.0,,,Sweden,SWE,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,
Jrgen Khl,M,21.0,187.0,76.0,Germany,GER,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 400 metres,,11.622211452985935,21.7335354170837,2.0081551581895547,61.661,1905.3110000000001,3260.4788000000003
Jrgen Khl,M,21.0,187.0,76.0,Germany,GER,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 400 metres Relay,,11.622211452985935,21.7335354170837,2.0081551581895547,61.661,1905.3110000000001,3260.4788000000003
Bodo Johannes Kuhn,M,21.0,183.0,73.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,11.911586008096288,21.798202394816204,1.9433703806577043,59.372,1844.049,3168.2544
Emil Kukko (-Skarra),M,23.0,178.0,76.0,Finland,FIN,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Long Jump,,13.475769856546883,23.98687034465345,1.937611047809188,59.257999999999996,1846.784,3192.8548
Markku Juhani Kukkoaho,M,25.0,189.0,82.0,Finland,FIN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres,,12.145864725579742,22.955684331345708,2.090123840446237,64.63699999999999,1970.817,3374.4316
Markku Juhani Kukkoaho,M,25.0,189.0,82.0,Finland,FIN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,,12.145864725579742,22.955684331345708,2.090123840446237,64.63699999999999,1970.817,3374.4316
Markku Juhani Kukkoaho,M,29.0,189.0,82.0,Finland,FIN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres,,12.145864725579742,22.955684331345708,2.090123840446237,64.63699999999999,1943.817,3336.3116
Markku Juhani Kukkoaho,M,29.0,189.0,82.0,Finland,FIN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,,12.145864725579742,22.955684331345708,2.090123840446237,64.63699999999999,1943.817,3336.3116
Imants Kuklis,M,26.0,183.0,76.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres Hurdles,,12.401103241305723,22.694018931589476,1.9769202064523155,60.593,1851.549,3191.2448000000004
Tadeusz Kulczycki,M,24.0,180.0,76.0,Poland,POL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres Hurdles,,13.031550068587103,23.456790123456788,1.9533706884832789,59.792,1850.04,3194.1168000000002
Vyacheslav Aleksandrovich Kulebyakin,M,25.0,187.0,74.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 110 metres Hurdles,,11.316363783170516,21.161600274528865,1.9855232151178284,60.846999999999994,1850.8110000000001,3175.2652000000003
Anil Kumar Prakash,M,27.0,174.0,75.0,India,IND,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,,14.236837189807792,24.772096710265558,1.8952458991514696,57.783,1786.022,3109.604
Ishmael Kagisho Kumbane,M,19.0,164.0,57.0,South Africa,RSA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,,12.922403911725022,21.192742415229034,1.6157528370318657,47.78699999999999,1542.492,2708.0416
Zdzisaw Adam Kumiszcze,M,23.0,180.0,74.0,Poland,POL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres Hurdles,,12.688614540466391,22.839506172839506,1.9313561673246706,58.977999999999994,1829.29,3156.5532000000003
Sarapong Kumsup,M,21.0,173.0,61.0,Thailand,THA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,,11.781254170515695,20.381569714992146,1.7286812771665965,51.818,1629.019,2831.7327999999998
Kun Min-Mu,M,26.0,168.0,60.0,Chinese Taipei,TPE,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 200 metres,,12.653871072238422,21.258503401360546,1.6804664035218662,50.07599999999999,1556.504,2733.556
Kun Min-Mu,M,26.0,168.0,60.0,Chinese Taipei,TPE,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres,,12.653871072238422,21.258503401360546,1.6804664035218662,50.07599999999999,1556.504,2733.556
Canagasabai Kunalan,M,21.0,163.0,54.0,Malaysia,MAS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,,12.468980524606959,20.32443825510934,1.5720620533866727,46.29899999999999,1482.739,2612.9452
Canagasabai Kunalan,M,25.0,163.0,54.0,Singapore,SGP,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,,12.468980524606959,20.32443825510934,1.5720620533866727,46.29899999999999,1455.739,2574.8252
Canagasabai Kunalan,M,25.0,163.0,54.0,Singapore,SGP,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 200 metres,,12.468980524606959,20.32443825510934,1.5720620533866727,46.29899999999999,1455.739,2574.8252
Elmar Kunauer,M,20.0,187.0,80.0,Austria,AUT,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,,12.233906792616773,22.877405702193368,2.0524128868303193,63.289,1967.0610000000001,3364.196
Elmar Kunauer,M,20.0,187.0,80.0,Austria,AUT,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 200 metres,,12.233906792616773,22.877405702193368,2.0524128868303193,63.289,1967.0610000000001,3364.196
Herman Kunnen,M,23.0,,,Belgium,BEL,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 400 metres,,,,,,,
Ren Kunz,M,25.0,,,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,
Vadim Viktorovich Kurach,M,22.0,180.0,73.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 110 metres Hurdles,,12.517146776406035,22.530864197530864,1.92022051575652,58.571,1822.29,3142.5364000000004
Jassim Karim Kuraishi,M,22.0,175.0,68.0,Iraq,IRQ,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,,12.68804664723032,22.20408163265306,1.825514121572414,55.20099999999999,1728.525,2997.8224000000005
Jassim Karim Kuraishi,M,22.0,175.0,68.0,Iraq,IRQ,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 100 metres Relay,,12.68804664723032,22.20408163265306,1.825514121572414,55.20099999999999,1728.525,2997.8224000000005
Jassim Karim Kuraishi,M,26.0,175.0,68.0,Iraq,IRQ,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 200 metres,,12.68804664723032,22.20408163265306,1.825514121572414,55.20099999999999,1701.525,2959.7024
Jassim Karim Kuraishi,M,26.0,175.0,68.0,Iraq,IRQ,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres,,12.68804664723032,22.20408163265306,1.825514121572414,55.20099999999999,1701.525,2959.7024
Jassim Karim Kuraishi,M,26.0,175.0,68.0,Iraq,IRQ,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,,12.68804664723032,22.20408163265306,1.825514121572414,55.20099999999999,1701.525,2959.7024
Koji Kurihara,M,24.0,174.0,68.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,12.908065718759065,22.460034350640772,1.8179453206415095,54.934,1710.022,2973.3664
Koji Kurihara,M,24.0,174.0,68.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,,12.908065718759065,22.460034350640772,1.8179453206415095,54.934,1710.022,2973.3664
Klaus-Dieter Kurrat,M,21.0,170.0,72.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,,14.654996946875638,24.913494809688583,1.8315049747715482,55.494,1765.26,3074.5596
Klaus-Dieter Kurrat,M,21.0,170.0,72.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,14.654996946875638,24.913494809688583,1.8315049747715482,55.494,1765.26,3074.5596
Klaus-Dieter Kurrat,M,25.0,170.0,72.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,,14.654996946875638,24.913494809688583,1.8315049747715482,55.494,1738.26,3036.4396
"Wilhelm Jakob ""Willi"" Krten",M,28.0,172.0,72.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 400 metres Hurdles,,14.14969751091099,24.337479718766904,1.8471014900306832,56.02799999999999,1728.016,3018.6416
Lajos Kurunczy,M,27.0,,,Hungary,HUN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,,,,,,,
Lajos Kurunczy,M,27.0,,,Hungary,HUN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 200 metres,,,,,,,
Lajos Kurunczy,M,27.0,,,Hungary,HUN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 400 metres,,,,,,,
Lajos Kurunczy,M,27.0,,,Hungary,HUN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,
David Kushnir,M,25.0,173.0,74.0,Israel,ISR,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Long Jump,,14.292013256035432,24.725182932941294,1.8766065564138752,57.108999999999995,1780.769,3099.7212
David Kushnir,M,29.0,173.0,74.0,Israel,ISR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Long Jump,,14.292013256035432,24.725182932941294,1.8766065564138752,57.108999999999995,1753.769,3061.6012
Marcin Kuszewski,M,23.0,188.0,80.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 110 metres Hurdles,,12.039721449004558,22.634676324128566,2.060364264931289,63.556,1951.8140000000003,3341.002
Dambar Singh Kuwar,M,,168.0,57.0,Nepal,NEP,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,,12.0211775186265,20.19557823129252,1.6442292377185213,48.855000000000004,,
Dambar Singh Kuwar,M,,168.0,57.0,Nepal,NEP,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres Hurdles,,12.0211775186265,20.19557823129252,1.6442292377185213,48.855000000000004,,
Viktor Andriyovych Kuznietsov,M,26.0,194.0,77.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Long Jump,,10.545945809725938,20.45913487086832,2.0738681223059015,63.937,1920.3319999999999,3274.1476
Revaz Kvach'ak'idze,M,22.0,183.0,77.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Long Jump,,12.564275652375535,22.99262444384723,1.9879338183575115,61.0,1892.299,3252.9116000000004
Moses Kyeswa,M,26.0,178.0,68.0,Uganda,UGA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,,12.057267766384053,21.461936624163616,1.8481495599975244,56.001999999999995,1716.534,2975.8904
Moses Kyeswa,M,26.0,178.0,68.0,Uganda,UGA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,,12.057267766384053,21.461936624163616,1.8481495599975244,56.001999999999995,1716.534,2975.8904
Ji Kynos,M,29.0,176.0,65.0,Czechoslovakia,TCH,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 200 metres,,11.922720229151015,20.983987603305785,1.7982546185606292,54.247,1645.028,2865.868
Ji Kynos,M,29.0,176.0,65.0,Czechoslovakia,TCH,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,,11.922720229151015,20.983987603305785,1.7982546185606292,54.247,1645.028,2865.868
Vitaliy Volodymyrovych Kyrylenko,M,28.0,192.0,80.0,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Long Jump,,11.302806712962965,21.70138888888889,2.092054330513728,64.624,1938.076,3314.9359999999997
Marcus la Grange,M,26.0,186.0,84.0,South Africa,RSA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,,13.053905168973477,24.280263614290668,2.0872857337676174,64.64999999999999,1976.558,3395.8072
Marcus la Grange,M,26.0,186.0,84.0,South Africa,RSA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 400 metres Relay,,13.053905168973477,24.280263614290668,2.0872857337676174,64.64999999999999,1976.558,3395.8072
Sofine Labidi,M,20.0,186.0,69.0,Tunisia,TUN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,,10.722850674513927,19.944502254595903,1.9198799439916938,58.545,1810.808,3099.7852
Sofine Labidi,M,24.0,186.0,69.0,Tunisia,TUN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,,10.722850674513927,19.944502254595903,1.9198799439916938,58.545,1783.808,3061.6652
Enrique Luis Labadie,M,23.0,186.0,70.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,,10.878254307477897,20.23355301190889,1.931656390627583,58.952,1804.308,3094.742
Alberto Dionisio  Labarthe Celery,M,20.0,168.0,58.0,Chile,CHI,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,,12.232075369830474,20.549886621315196,1.656427569149075,49.262,1569.504,2743.6423999999997
Byron Truman LaBeach,M,21.0,,,Jamaica,JAM,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,,,,,,,
Lloyd Barrington LaBeach,M,26.0,185.0,73.0,Panama,PAN,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,Bronze,11.529425700353384,21.32943754565376,1.9587456378676662,59.90599999999999,1820.305,3131.3964000000005
Lloyd Barrington LaBeach,M,26.0,185.0,73.0,Panama,PAN,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 200 metres,Bronze,11.529425700353384,21.32943754565376,1.9587456378676662,59.90599999999999,1820.305,3131.3964000000005
Vclav Labk-Gregan,M,18.0,,,Bohemia,BOH,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,,,,,,,
Vclav Labk-Gregan,M,18.0,,,Bohemia,BOH,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 200 metres,,,,,,,
Vclav Labk-Gregan,M,18.0,,,Bohemia,BOH,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 400 metres,,,,,,,
Fernando Labourdette-Liaresq Bonnecaze,M,22.0,,,Spain,ESP,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Long Jump,,,,,,,
Martin Lachkovics,M,21.0,190.0,82.0,Austria,AUT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,,11.955095494970115,22.714681440443215,2.098135691378304,64.904,2002.8200000000002,3417.9476000000004
Martin Lachkovics,M,25.0,190.0,82.0,Austria,AUT,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,,11.955095494970115,22.714681440443215,2.098135691378304,64.904,1975.8200000000002,3379.8275999999996
Martin Lachkovics,M,25.0,190.0,82.0,Austria,AUT,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 200 metres,,11.955095494970115,22.714681440443215,2.098135691378304,64.904,1975.8200000000002,3379.8275999999996
Mark Daniel Ladbrook,M,24.0,188.0,75.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres,,11.287238858441773,21.22000905387053,2.0046188106808955,61.521,1876.314,3213.738
Mark Daniel Ladbrook,M,24.0,188.0,75.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,,11.287238858441773,21.22000905387053,2.0046188106808955,61.521,1876.314,3213.738
Du'aine Ladejo (Thorne-),M,21.0,187.0,84.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,12.845602132247611,24.021275987303035,2.0954156585825214,64.91699999999999,2015.3110000000001,3448.8532
Du'aine Ladejo (Thorne-),M,25.0,187.0,84.0,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres,,12.845602132247611,24.021275987303035,2.0954156585825214,64.91699999999999,1988.3110000000001,3410.7332
Du'aine Ladejo (Thorne-),M,25.0,187.0,84.0,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,12.845602132247611,24.021275987303035,2.0954156585825214,64.91699999999999,1988.3110000000001,3410.7332
Peter Laeng,M,18.0,180.0,75.0,Switzerland,SUI,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 200 metres,,12.860082304526747,23.148148148148145,1.9424056238059446,59.385000000000005,1876.79,3227.7500000000005
Peter Laeng,M,18.0,180.0,75.0,Switzerland,SUI,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 100 metres Relay,,12.860082304526747,23.148148148148145,1.9424056238059446,59.385000000000005,1876.79,3227.7500000000005
Peter Laeng,M,22.0,180.0,75.0,Switzerland,SUI,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres,,12.860082304526747,23.148148148148145,1.9424056238059446,59.385000000000005,1849.79,3189.63
Peter Laeng,M,22.0,180.0,75.0,Switzerland,SUI,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,,12.860082304526747,23.148148148148145,1.9424056238059446,59.385000000000005,1849.79,3189.63
Sven Lftman,M,20.0,183.0,80.0,Sweden,SWE,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 200 metres,,13.053792885584972,23.888440980620498,2.020489548036703,62.22099999999999,1947.049,3342.612
Sven Lftman,M,20.0,183.0,80.0,Sweden,SWE,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 400 metres,,13.053792885584972,23.888440980620498,2.020489548036703,62.22099999999999,1947.049,3342.612
Ouattara Lagazane,M,29.0,177.0,72.0,Cote d'Ivoire,CIV,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 200 metres,,12.984125283824863,22.981901752370007,1.8858765172577863,57.363,1746.281,3036.0916
Ouattara Lagazane,M,29.0,177.0,72.0,Cote d'Ivoire,CIV,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,,12.984125283824863,22.981901752370007,1.8858765172577863,57.363,1746.281,3036.0916
Abdelmalik Lahoulou,M,24.0,177.0,72.0,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,,12.984125283824863,22.981901752370007,1.8858765172577863,57.363,1780.031,3083.7416000000003
Hugo Jalmari Lahtinen,M,28.0,182.0,78.0,Finland,FIN,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Long Jump,,12.938395983921884,23.54788069073783,1.990940522569632,61.14,1860.5460000000003,3213.8824
Lai Chun Ho,M,19.0,168.0,60.0,Hong Kong,HKG,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,,12.653871072238422,21.258503401360546,1.6804664035218662,50.07599999999999,1603.754,2800.266
Lai Chun Ho,M,23.0,168.0,60.0,Hong Kong,HKG,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,,12.653871072238422,21.258503401360546,1.6804664035218662,50.07599999999999,1576.754,2762.1459999999997
Bernard Laidebeur,M,22.0,180.0,75.0,France,FRA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,,12.860082304526747,23.148148148148145,1.9424056238059446,59.385000000000005,1849.79,3189.63
Bernard Laidebeur,M,22.0,180.0,75.0,France,FRA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,12.860082304526747,23.148148148148145,1.9424056238059446,59.385000000000005,1849.79,3189.63
"Leslie Alphonso ""Les"" Laing",M,23.0,164.0,55.0,Jamaica,JAM,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,,12.468986230611863,20.449137418203453,1.5914106368780467,46.973,1487.992,2622.8279999999995
"Leslie Alphonso ""Les"" Laing",M,23.0,164.0,55.0,Jamaica,JAM,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 200 metres,,12.468986230611863,20.449137418203453,1.5914106368780467,46.973,1487.992,2622.8279999999995
"Leslie Alphonso ""Les"" Laing",M,23.0,164.0,55.0,Jamaica,JAM,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,,12.468986230611863,20.449137418203453,1.5914106368780467,46.973,1487.992,2622.8279999999995
"Leslie Alphonso ""Les"" Laing",M,27.0,164.0,55.0,Jamaica,JAM,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 200 metres,,12.468986230611863,20.449137418203453,1.5914106368780467,46.973,1460.992,2584.7079999999996
"Leslie Alphonso ""Les"" Laing",M,27.0,164.0,55.0,Jamaica,JAM,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,12.468986230611863,20.449137418203453,1.5914106368780467,46.973,1460.992,2584.7079999999996
Cheruvari Kottieth Lakshmanan,M,26.0,,,India,IND,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,
Lm Hi Vn,M,21.0,,,Vietnam,VIE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,,,,,,,
David Lamai,M,24.0,170.0,71.0,Kenya,KEN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Long Jump,,14.451455322613477,24.56747404844291,1.8206505215002202,55.087,1731.26,3022.4228000000003
"Christopher Patrick ""Chris"" Lambert",M,23.0,189.0,83.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 200 metres,,12.293985027111201,23.23563170124017,2.100919059245598,65.044,1998.067,3417.0384
Lankantien Lamboni,M,22.0,188.0,78.0,Togo,TOG,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 400 metres Hurdles,,11.738728412779444,22.068809416025353,2.0383134514077734,62.742000000000004,1931.0640000000003,3303.4384
Grigorios Lambrakis,M,23.0,,,Greece,GRE,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Long Jump,,,,,,,
"Jozef ""Jos"" Lambrechts",M,24.0,174.0,71.0,Belgium,BEL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,,13.477539206351377,23.450918219051392,1.851609186765585,56.155,1751.272,3044.0068
Marcel Lambrechts,M,25.0,178.0,75.0,Belgium,BEL,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 400 metres Hurdles,,13.298457095276529,23.671253629592222,1.926734448408978,58.851,1819.534,3150.2480000000005
Marcel Lambrechts,M,29.0,178.0,75.0,Belgium,BEL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,,13.298457095276529,23.671253629592222,1.926734448408978,58.851,1792.534,3112.1279999999997
Marcel Lambrechts,M,29.0,178.0,75.0,Belgium,BEL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres Hurdles,,13.298457095276529,23.671253629592222,1.926734448408978,58.851,1792.534,3112.1279999999997
Marcel Lambrechts,M,29.0,178.0,75.0,Belgium,BEL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,,13.298457095276529,23.671253629592222,1.926734448408978,58.851,1792.534,3112.1279999999997
Angelos A. Lambrou,M,15.0,175.0,,Greece,GRE,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,,,,,,,
Angelos A. Lambrou,M,15.0,175.0,,Greece,GRE,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 200 metres,,,,,,,
Angelos A. Lambrou,M,15.0,175.0,,Greece,GRE,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,
Angelos A. Lambrou,M,20.0,175.0,,Greece,GRE,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,,,,,,,
Angelos A. Lambrou,M,20.0,175.0,,Greece,GRE,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,
Jol Lamela Luaces,M,21.0,172.0,70.0,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,13.756650357830129,23.661438615467823,1.825118699202838,55.214,1747.766,3038.2580000000003
