Sex,Age,Height,Weight,Team,Season,Sport,Event,ponderal_index,mass_index,surface_area,lean_body_mass,basal_metabolic_rate,estimated_energy_requirements
M,24,170,62.0,Spain,Summer,Athletics,Athletics Men's 200 metres,12.619580704254021,21.453287197231838,1.7187323830585406,51.42399999999999,1607.51,2810.5016
M,28,188,95.0,United States,Summer,Athletics,Athletics Men's 110 metres Hurdles,14.297169220692911,26.87867813490267,2.216477344818741,69.661,2124.3140000000003,3646.5539999999996
M,26,183,77.0,Jamaica,Summer,Athletics,Athletics Men's 100 metres,12.564275652375535,22.99262444384723,1.9879338183575115,61.0,1865.299,3214.7915999999996
M,26,183,77.0,Jamaica,Summer,Athletics,Athletics Men's 200 metres,12.564275652375535,22.99262444384723,1.9879338183575115,61.0,1865.299,3214.7915999999996
M,26,183,77.0,Jamaica,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,12.564275652375535,22.99262444384723,1.9879338183575115,61.0,1865.299,3214.7915999999996
M,22,180,75.0,United States,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,12.860082304526747,23.148148148148145,1.9424056238059446,59.385000000000005,1849.79,3189.63
M,20,162,52.0,Maldives,Summer,Athletics,Athletics Men's 100 metres,12.230896750532983,19.81405273586343,1.540161029328914,45.218,1456.9859999999999,2569.9856
M,20,162,52.0,Maldives,Summer,Athletics,Athletics Men's 200 metres,12.230896750532983,19.81405273586343,1.540161029328914,45.218,1456.9859999999999,2569.9856
M,20,162,52.0,Maldives,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,12.230896750532983,19.81405273586343,1.540161029328914,45.218,1456.9859999999999,2569.9856
M,20,181,72.0,Nigeria,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,12.142182938512827,21.97735111870822,1.9166799571212172,58.431,1827.0430000000001,3143.4456
M,24,168,60.0,Malaysia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,12.653871072238422,21.258503401360546,1.6804664035218662,50.07599999999999,1570.004,2752.616
M,28,168,60.0,Malaysia,Summer,Athletics,Athletics Men's 400 metres,12.653871072238422,21.258503401360546,1.6804664035218662,50.07599999999999,1543.004,2714.496
M,30,187,82.0,Iran,Summer,Athletics,Athletics Men's 110 metres Hurdles,12.539754462432192,23.449340844748203,2.074065061399365,64.103,1927.0610000000001,3315.9896000000003
M,21,166,49.0,El Salvador,Summer,Athletics,Athletics Men's 200 metres,10.71203087863138,17.78197125852809,1.528544270471226,45.065,1428.998,2511.3992
M,21,166,49.0,El Salvador,Summer,Athletics,Athletics Men's 400 metres,10.71203087863138,17.78197125852809,1.528544270471226,45.065,1428.998,2511.3992
M,26,179,68.0,Finland,Summer,Athletics,Athletics Men's 200 metres,11.856317473125824,21.22280827689523,1.8556713344515299,56.26899999999999,1721.537,2981.2864
M,22,181,76.0,Soviet Union,Summer,Athletics,Athletics Men's 100 metres,12.816748657319096,23.198315069747565,1.961232435598412,60.059,1868.5430000000001,3218.5728
M,25,187,75.0,Bulgaria,Summer,Athletics,Athletics Men's Long Jump,11.469287618078225,21.447567845806283,1.9968825659870124,61.254000000000005,1864.5610000000001,3198.8120000000004
M,29,187,75.0,Bulgaria,Summer,Athletics,Athletics Men's Long Jump,11.469287618078225,21.447567845806283,1.9968825659870124,61.254000000000005,1837.5610000000001,3160.692
M,33,187,75.0,Bulgaria,Summer,Athletics,Athletics Men's Long Jump,11.469287618078225,21.447567845806283,1.9968825659870124,61.254000000000005,1810.5610000000001,3122.572
M,23,184,77.0,France,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,12.360534642886496,22.743383742911153,1.9958036086172584,61.266999999999996,1890.5520000000001,3248.7776
M,31,184,77.0,France,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,12.360534642886496,22.743383742911153,1.9958036086172584,61.266999999999996,1836.5520000000001,3172.5376
M,24,185,88.0,Bahamas,Summer,Athletics,Athletics Men's 100 metres,13.898485775768462,25.712198685171657,2.1206595978474008,66.011,2040.0550000000003,3503.6584000000003
M,28,185,88.0,Bahamas,Summer,Athletics,Athletics Men's 100 metres,13.898485775768462,25.712198685171657,2.1206595978474008,66.011,2013.0550000000003,3465.5384
M,22,173,60.0,Barbados,Summer,Athletics,Athletics Men's 100 metres,11.588118856244945,20.04744562130375,1.716579927348902,51.411,1608.519,2798.656
M,22,173,60.0,Barbados,Summer,Athletics,Athletics Men's 200 metres,11.588118856244945,20.04744562130375,1.716579927348902,51.411,1608.519,2798.656
M,25,173,60.0,Barbados,Summer,Athletics,Athletics Men's 100 metres,11.588118856244945,20.04744562130375,1.716579927348902,51.411,1588.269,2770.066
M,25,173,60.0,Barbados,Summer,Athletics,Athletics Men's 200 metres,11.588118856244945,20.04744562130375,1.716579927348902,51.411,1588.269,2770.066
M,23,186,76.0,South Africa,Summer,Athletics,Athletics Men's 110 metres Hurdles,11.810676105261717,21.967857555786793,2.000363792125321,61.394000000000005,1886.808,3236.0228
M,27,186,76.0,South Africa,Summer,Athletics,Athletics Men's 100 metres,11.810676105261717,21.967857555786793,2.000363792125321,61.394000000000005,1859.808,3197.9028
M,27,186,76.0,South Africa,Summer,Athletics,Athletics Men's 110 metres Hurdles,11.810676105261717,21.967857555786793,2.000363792125321,61.394000000000005,1859.808,3197.9028
M,25,180,66.0,United States,Summer,Athletics,Athletics Men's 400 metres,11.316872427983538,20.37037037037037,1.8396917571042604,55.721999999999994,1705.79,2949.1188
M,23,183,75.0,Italy,Summer,Athletics,Athletics Men's 400 metres,12.237930830235912,22.395413419331717,1.9658229487461962,60.18599999999999,1858.049,3196.2880000000005
M,21,173,68.0,Ghana,Summer,Athletics,Athletics Men's 100 metres,13.133201370410937,22.720438370810918,1.8103645479923427,54.667,1725.269,2996.5604000000003
M,21,173,68.0,Ghana,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,13.133201370410937,22.720438370810918,1.8103645479923427,54.667,1725.269,2996.5604000000003
M,30,188,80.0,Kenya,Summer,Athletics,Athletics Men's 400 metres,12.039721449004558,22.634676324128566,2.060364264931289,63.556,1904.5640000000003,3274.292
M,24,174,75.0,Nigeria,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,14.236837189807792,24.772096710265558,1.8952458991514696,57.783,1806.272,3138.194
M,20,180,75.0,Mauritius,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,12.860082304526747,23.148148148148145,1.9424056238059446,59.385000000000005,1863.29,3208.69
M,19,180,70.0,British Virgin Islands,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,12.002743484224965,21.604938271604937,1.8862773804080817,57.349999999999994,1801.29,3100.4860000000003
M,22,188,78.0,United States,Summer,Athletics,Athletics Men's 400 metres Hurdles,11.738728412779444,22.068809416025353,2.0383134514077734,62.742000000000004,1931.0640000000003,3303.4384
M,22,163,64.0,France,Summer,Athletics,Athletics Men's 100 metres,14.778050992126767,24.088223117166624,1.6897747871789583,50.369,1613.489,2838.8832
M,22,163,64.0,France,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,14.778050992126767,24.088223117166624,1.6897747871789583,50.369,1613.489,2838.8832
M,22,183,83.0,Pakistan,Summer,Athletics,Athletics Men's 400 metres Hurdles,13.543310118794409,24.78425751739377,2.0523506014931505,63.44199999999999,1974.799,3394.1924
M,19,172,74.0,Nigeria,Summer,Athletics,Athletics Men's 400 metres,14.54274466399185,25.013520822065985,1.8687358987692388,56.842,1816.266,3151.5052
M,19,172,74.0,Nigeria,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,14.54274466399185,25.013520822065985,1.8687358987692388,56.842,1816.266,3151.5052
M,21,172,74.0,Ghana,Summer,Athletics,Athletics Men's Long Jump,14.54274466399185,25.013520822065985,1.8687358987692388,56.842,1802.766,3132.4452
M,21,188,77.0,Uganda,Summer,Athletics,Athletics Men's 100 metres,11.588231894666887,21.785875961973744,2.027166042196137,62.334999999999994,1924.0640000000003,3289.4215999999997
M,21,188,77.0,Uganda,Summer,Athletics,Athletics Men's 110 metres Hurdles,11.588231894666887,21.785875961973744,2.027166042196137,62.334999999999994,1924.0640000000003,3289.4215999999997
M,21,188,77.0,Uganda,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,11.588231894666887,21.785875961973744,2.027166042196137,62.334999999999994,1924.0640000000003,3289.4215999999997
M,25,188,77.0,Uganda,Summer,Athletics,Athletics Men's 200 metres,11.588231894666887,21.785875961973744,2.027166042196137,62.334999999999994,1897.0640000000003,3251.3016
M,25,188,77.0,Uganda,Summer,Athletics,Athletics Men's 110 metres Hurdles,11.588231894666887,21.785875961973744,2.027166042196137,62.334999999999994,1897.0640000000003,3251.3016
M,25,188,77.0,Uganda,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,11.588231894666887,21.785875961973744,2.027166042196137,62.334999999999994,1897.0640000000003,3251.3016
M,23,187,70.0,Azerbaijan,Summer,Athletics,Athletics Men's 100 metres,10.704668443539676,20.0177299894192,1.9391801431114772,59.218999999999994,1809.3110000000001,3100.1380000000004
M,21,188,72.0,Uganda,Summer,Athletics,Athletics Men's 400 metres,10.835749304104102,20.37120869171571,1.9701399397858654,60.3,1855.314,3171.6875999999997
M,29,188,72.0,Uganda,Summer,Athletics,Athletics Men's 400 metres,10.835749304104102,20.37120869171571,1.9701399397858654,60.3,1801.314,3095.4476
M,29,188,72.0,Uganda,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,10.835749304104102,20.37120869171571,1.9701399397858654,60.3,1801.314,3095.4476
M,20,188,84.0,Jamaica,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,12.641707521454785,23.766410140334994,2.1035336363476165,65.184,2027.0640000000003,3463.7792
M,28,188,84.0,Jamaica,Summer,Athletics,Athletics Men's 400 metres,12.641707521454785,23.766410140334994,2.1035336363476165,65.184,1973.0640000000003,3387.5391999999997
M,28,188,84.0,Jamaica,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,12.641707521454785,23.766410140334994,2.1035336363476165,65.184,1973.0640000000003,3387.5391999999997
M,18,177,65.0,Seychelles,Summer,Athletics,Athletics Men's 400 metres Hurdles,11.721779770119667,20.747550193111813,1.8056564282619463,54.513999999999996,1724.281,2976.094
M,19,168,64.0,Afghanistan,Summer,Athletics,Athletics Men's 100 metres,13.497462477054317,22.67573696145125,1.7271976636086823,51.70399999999999,1658.754,2894.4532
M,23,168,64.0,Afghanistan,Summer,Athletics,Athletics Men's 100 metres,13.497462477054317,22.67573696145125,1.7271976636086823,51.70399999999999,1631.754,2856.3332
M,27,168,64.0,Afghanistan,Summer,Athletics,Athletics Men's 100 metres,13.497462477054317,22.67573696145125,1.7271976636086823,51.70399999999999,1604.754,2818.2132
M,21,172,60.0,Japan,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,11.791414592425825,20.281233098972418,1.7093804358616527,51.14399999999999,1610.266,2802.79
M,30,186,77.0,Senegal,Summer,Athletics,Athletics Men's Long Jump,11.966079738225687,22.25690831309978,2.0115080104927436,61.801,1853.308,3192.8596
M,25,168,60.0,Iran,Summer,Athletics,Athletics Men's 100 metres,12.653871072238422,21.258503401360546,1.6804664035218662,50.07599999999999,1563.254,2743.0860000000002
M,22,168,62.0,Hungary,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,13.075666774646368,21.9671201814059,1.7040487731349643,50.89,1611.004,2818.7695999999996
M,23,168,62.0,Hungary,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,13.075666774646368,21.9671201814059,1.7040487731349643,50.89,1604.254,2809.2396
M,23,187,75.0,Zambia,Summer,Athletics,Athletics Men's 110 metres Hurdles,11.469287618078225,21.447567845806283,1.9968825659870124,61.254000000000005,1878.0610000000001,3217.8720000000003
M,22,188,70.0,United States,Summer,Athletics,Athletics Men's 400 metres,10.534756267878988,19.805341783612494,1.9466928393251448,59.486000000000004,1821.064,3115.064
M,22,188,70.0,United States,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,10.534756267878988,19.805341783612494,1.9466928393251448,59.486000000000004,1821.064,3115.064
M,26,175,65.0,Papua New Guinea,Summer,Athletics,Athletics Men's 400 metres,12.128279883381925,21.224489795918366,1.7908412344206386,53.980000000000004,1660.275,2889.0620000000004
M,26,175,65.0,Papua New Guinea,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,12.128279883381925,21.224489795918366,1.7908412344206386,53.980000000000004,1660.275,2889.0620000000004
M,30,175,65.0,Papua New Guinea,Summer,Athletics,Athletics Men's 400 metres,12.128279883381925,21.224489795918366,1.7908412344206386,53.980000000000004,1633.275,2850.9420000000005
M,30,175,65.0,Papua New Guinea,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,12.128279883381925,21.224489795918366,1.7908412344206386,53.980000000000004,1633.275,2850.9420000000005
M,30,175,65.0,Papua New Guinea,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,12.128279883381925,21.224489795918366,1.7908412344206386,53.980000000000004,1633.275,2850.9420000000005
M,24,174,73.0,Bulgaria,Summer,Athletics,Athletics Men's 100 metres,13.857188198079585,24.111507464658473,1.8735994240086935,56.96900000000001,1778.772,3091.1004000000003
M,24,174,73.0,Bulgaria,Summer,Athletics,Athletics Men's 200 metres,13.857188198079585,24.111507464658473,1.8735994240086935,56.96900000000001,1778.772,3091.1004000000003
M,24,185,69.0,Finland,Summer,Athletics,Athletics Men's 400 metres,10.897676346909362,20.16070124178232,1.9123909962193362,58.278000000000006,1778.805,3056.2692
M,24,185,69.0,Finland,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,10.897676346909362,20.16070124178232,1.9123909962193362,58.278000000000006,1778.805,3056.2692
M,21,183,77.0,United States,Summer,Athletics,Athletics Men's 400 metres,12.564275652375535,22.99262444384723,1.9879338183575115,61.0,1899.049,3262.4416
M,23,183,77.0,United States,Summer,Athletics,Athletics Men's 400 metres Hurdles,12.564275652375535,22.99262444384723,1.9879338183575115,61.0,1885.549,3243.3815999999997
M,23,188,79.0,Nigeria,Summer,Athletics,Athletics Men's 400 metres,11.889224930892,22.351742870076958,2.049378983478952,63.149,1938.0640000000003,3317.4552
M,23,188,79.0,Nigeria,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,11.889224930892,22.351742870076958,2.049378983478952,63.149,1938.0640000000003,3317.4552
M,27,188,79.0,Nigeria,Summer,Athletics,Athletics Men's 400 metres,11.889224930892,22.351742870076958,2.049378983478952,63.149,1911.0640000000003,3279.3352
M,27,188,79.0,Nigeria,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,11.889224930892,22.351742870076958,2.049378983478952,63.149,1911.0640000000003,3279.3352
M,31,188,79.0,Nigeria,Summer,Athletics,Athletics Men's 400 metres,11.889224930892,22.351742870076958,2.049378983478952,63.149,1884.0640000000003,3241.2152
M,31,188,79.0,Nigeria,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,11.889224930892,22.351742870076958,2.049378983478952,63.149,1884.0640000000003,3241.2152
M,21,173,68.0,Poland,Summer,Athletics,Athletics Men's 400 metres,13.133201370410937,22.720438370810918,1.8103645479923427,54.667,1725.269,2996.5604000000003
M,21,173,68.0,Poland,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,13.133201370410937,22.720438370810918,1.8103645479923427,54.667,1725.269,2996.5604000000003
M,25,173,68.0,Poland,Summer,Athletics,Athletics Men's 400 metres,13.133201370410937,22.720438370810918,1.8103645479923427,54.667,1698.269,2958.4404000000004
M,25,173,68.0,Poland,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,13.133201370410937,22.720438370810918,1.8103645479923427,54.667,1698.269,2958.4404000000004
M,29,173,68.0,Poland,Summer,Athletics,Athletics Men's 400 metres,13.133201370410937,22.720438370810918,1.8103645479923427,54.667,1671.269,2920.3204000000005
M,29,173,68.0,Poland,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,13.133201370410937,22.720438370810918,1.8103645479923427,54.667,1671.269,2920.3204000000005
M,20,190,82.0,Senegal,Summer,Athletics,Athletics Men's Long Jump,11.955095494970115,22.714681440443215,2.098135691378304,64.904,2009.5700000000002,3427.4776
M,24,190,82.0,Senegal,Summer,Athletics,Athletics Men's Long Jump,11.955095494970115,22.714681440443215,2.098135691378304,64.904,1982.5700000000002,3389.3576000000003
M,28,190,82.0,Senegal,Summer,Athletics,Athletics Men's Long Jump,11.955095494970115,22.714681440443215,2.098135691378304,64.904,1955.5700000000002,3351.2376000000004
M,24,188,78.0,Unified Team,Summer,Athletics,Athletics Men's Long Jump,11.738728412779444,22.068809416025353,2.0383134514077734,62.742000000000004,1917.5640000000003,3284.3784
M,20,188,77.0,Australia,Summer,Athletics,Athletics Men's Long Jump,11.588231894666887,21.785875961973744,2.027166042196137,62.334999999999994,1930.8140000000003,3298.9516
M,20,178,73.0,Papua New Guinea,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,12.94383157273582,23.04002019946976,1.9047283280618037,58.03699999999999,1825.784,3150.8044
M,18,176,63.0,Sao Tome and Principe,Summer,Athletics,Athletics Men's 100 metres,11.55586729902329,20.33832644628099,1.7745275298640582,53.43300000000001,1691.778,2923.6044
M,17,179,68.0,Antigua and Barbuda,Summer,Athletics,Athletics Men's 100 metres,11.856317473125824,21.22280827689523,1.8556713344515299,56.26899999999999,1782.287,3067.0564000000004
M,21,179,68.0,Antigua and Barbuda,Summer,Athletics,Athletics Men's 100 metres,11.856317473125824,21.22280827689523,1.8556713344515299,56.26899999999999,1755.287,3028.9364
M,25,179,68.0,Antigua and Barbuda,Summer,Athletics,Athletics Men's 100 metres,11.856317473125824,21.22280827689523,1.8556713344515299,56.26899999999999,1728.287,2990.8164
M,29,179,68.0,Antigua and Barbuda,Summer,Athletics,Athletics Men's 100 metres,11.856317473125824,21.22280827689523,1.8556713344515299,56.26899999999999,1701.287,2952.6964000000003
M,28,183,82.0,Canada,Summer,Athletics,Athletics Men's 100 metres,13.380137707724597,24.48565200513601,2.0418049435352117,63.035,1920.549,3313.4656000000004
M,28,183,82.0,Canada,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,13.380137707724597,24.48565200513601,2.0418049435352117,63.035,1920.549,3313.4656000000004
M,32,183,82.0,Canada,Summer,Athletics,Athletics Men's 100 metres,13.380137707724597,24.48565200513601,2.0418049435352117,63.035,1893.549,3275.3456000000006
M,27,180,65.0,Great Britain,Summer,Athletics,Athletics Men's 100 metres,11.14540466392318,20.061728395061728,1.827793238546835,55.315,1678.54,2906.512
M,31,180,65.0,Great Britain,Summer,Athletics,Athletics Men's 100 metres,11.14540466392318,20.061728395061728,1.827793238546835,55.315,1651.54,2868.3920000000003
M,31,180,65.0,Great Britain,Summer,Athletics,Athletics Men's 200 metres,11.14540466392318,20.061728395061728,1.827793238546835,55.315,1651.54,2868.3920000000003
M,31,180,65.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,11.14540466392318,20.061728395061728,1.827793238546835,55.315,1651.54,2868.3920000000003
M,23,193,82.0,United States,Summer,Athletics,Athletics Men's 100 metres,11.406224766335837,22.014013799028163,2.122102025813319,65.705,2004.3290000000002,3415.0756
M,23,193,82.0,United States,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,11.406224766335837,22.014013799028163,2.122102025813319,65.705,2004.3290000000002,3415.0756
M,20,193,84.0,Jamaica,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,11.684425370392809,22.550940964858118,2.1439471194788626,66.51899999999999,2052.079,3490.7592000000004
M,24,193,84.0,Jamaica,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,11.684425370392809,22.550940964858118,2.1439471194788626,66.51899999999999,2025.0790000000002,3452.6392000000005
M,22,175,65.0,Bahamas,Summer,Athletics,Athletics Men's 400 metres,12.128279883381925,21.224489795918366,1.7908412344206386,53.980000000000004,1687.275,2927.1820000000002
M,22,175,65.0,Bahamas,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,12.128279883381925,21.224489795918366,1.7908412344206386,53.980000000000004,1687.275,2927.1820000000002
M,25,183,70.0,Fiji,Summer,Athletics,Athletics Men's 100 metres,11.422068774886851,20.902385858042937,1.909018032413564,58.150999999999996,1775.799,3059.4939999999997
M,25,183,70.0,Fiji,Summer,Athletics,Athletics Men's 200 metres,11.422068774886851,20.902385858042937,1.909018032413564,58.150999999999996,1775.799,3059.4939999999997
M,21,175,66.0,United States,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,12.314868804664723,21.551020408163264,1.8024992038297483,54.387,1707.775,2960.2588
M,24,185,74.0,Australia,Summer,Athletics,Athletics Men's 110 metres Hurdles,11.68736303871439,21.62162162162162,1.9701047024932912,60.313,1847.555,3174.0032
M,23,192,85.0,Hungary,Summer,Athletics,Athletics Men's 110 metres Hurdles,12.00923213252315,23.057725694444446,2.146657498912906,66.659,2040.576,3480.3199999999997
M,27,192,85.0,Hungary,Summer,Athletics,Athletics Men's 110 metres Hurdles,12.00923213252315,23.057725694444446,2.146657498912906,66.659,2013.576,3442.2
M,23,170,60.0,Comoros,Summer,Athletics,Athletics Men's 100 metres,12.212497455729698,20.761245674740486,1.6949468066347386,50.61,1586.76,2772.938
M,20,185,68.0,Qatar,Summer,Athletics,Athletics Men's 400 metres,10.739739008548357,19.86851716581446,1.900562319276188,57.870999999999995,1792.055,3070.8424000000005
M,20,185,68.0,Qatar,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,10.739739008548357,19.86851716581446,1.900562319276188,57.870999999999995,1792.055,3070.8424000000005
M,23,184,74.0,Croatia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,11.878955371085723,21.85727788279773,1.9623782703354031,60.04599999999999,1849.3020000000001,3178.1372
M,23,175,70.0,Australia,Summer,Athletics,Athletics Men's Long Jump,13.061224489795919,22.857142857142858,1.8481430181213463,56.015,1749.275,3035.3860000000004
M,20,183,72.0,United States,Summer,Athletics,Athletics Men's 200 metres,11.748413597026476,21.49959688255845,1.9320113555938376,58.965,1837.049,3154.2376000000004
M,25,183,72.0,United States,Summer,Athletics,Athletics Men's 100 metres,11.748413597026476,21.49959688255845,1.9320113555938376,58.965,1803.299,3106.5876
M,25,183,72.0,United States,Summer,Athletics,Athletics Men's 200 metres,11.748413597026476,21.49959688255845,1.9320113555938376,58.965,1803.299,3106.5876
M,25,183,72.0,United States,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,11.748413597026476,21.49959688255845,1.9320113555938376,58.965,1803.299,3106.5876
M,28,188,77.0,Hungary,Summer,Athletics,Athletics Men's 110 metres Hurdles,11.588231894666887,21.785875961973744,2.027166042196137,62.334999999999994,1876.8140000000003,3222.7115999999996
M,28,188,77.0,Hungary,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,11.588231894666887,21.785875961973744,2.027166042196137,62.334999999999994,1876.8140000000003,3222.7115999999996
M,23,180,67.0,Hungary,Summer,Athletics,Athletics Men's Long Jump,11.488340192043895,20.679012345679013,1.8514870595095652,56.129000000000005,1733.04,2991.7256
M,19,183,76.0,Poland,Summer,Athletics,Athletics Men's 400 metres,12.401103241305723,22.694018931589476,1.9769202064523155,60.593,1898.799,3257.9548000000004
M,19,183,76.0,Poland,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,12.401103241305723,22.694018931589476,1.9769202064523155,60.593,1898.799,3257.9548000000004
M,23,183,76.0,Poland,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,12.401103241305723,22.694018931589476,1.9769202064523155,60.593,1871.799,3219.8348000000005
M,25,175,68.0,Poland,Summer,Athletics,Athletics Men's 100 metres,12.68804664723032,22.20408163265306,1.825514121572414,55.20099999999999,1708.275,2969.2324000000003
M,25,175,68.0,Poland,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,12.68804664723032,22.20408163265306,1.825514121572414,55.20099999999999,1708.275,2969.2324000000003
M,23,173,73.0,Great Britain,Summer,Athletics,Athletics Men's 400 metres,14.098877941764682,24.3910588392529,1.8657865755650407,56.702,1780.519,3095.2344000000003
M,27,173,73.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,14.098877941764682,24.3910588392529,1.8657865755650407,56.702,1753.519,3057.1144000000004
M,29,187,74.0,Brazil,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,11.316363783170516,21.161600274528865,1.9855232151178284,60.846999999999994,1823.8110000000001,3137.1452
M,30,185,82.0,Soviet Union,Summer,Athletics,Athletics Men's 110 metres Hurdles,12.950861745602431,23.959094229364496,2.057958980095551,63.569,1917.0550000000003,3305.1976000000004
M,25,180,69.0,Canada,Summer,Athletics,Athletics Men's 400 metres,11.831275720164607,21.296296296296294,1.874777589338282,56.943,1747.04,3019.7592
M,25,180,69.0,Canada,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,11.831275720164607,21.296296296296294,1.874777589338282,56.943,1747.04,3019.7592
M,29,180,69.0,Canada,Summer,Athletics,Athletics Men's 400 metres,11.831275720164607,21.296296296296294,1.874777589338282,56.943,1720.04,2981.6392
M,29,180,69.0,Canada,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,11.831275720164607,21.296296296296294,1.874777589338282,56.943,1720.04,2981.6392
M,23,187,77.0,Australia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,11.775135287893644,22.019502988361115,2.0193427830039155,62.068,1905.5610000000001,3264.9656
M,26,179,64.0,Italy,Summer,Athletics,Athletics Men's 400 metres Hurdles,11.158887033530188,19.97440779001904,1.80846979698228,54.64099999999999,1666.537,2887.0992
M,25,170,62.0,France,Summer,Athletics,Athletics Men's 100 metres,12.619580704254021,21.453287197231838,1.7187323830585406,51.42399999999999,1600.76,2800.9716
M,25,170,62.0,France,Summer,Athletics,Athletics Men's 200 metres,12.619580704254021,21.453287197231838,1.7187323830585406,51.42399999999999,1600.76,2800.9716
M,29,170,62.0,France,Summer,Athletics,Athletics Men's 100 metres,12.619580704254021,21.453287197231838,1.7187323830585406,51.42399999999999,1573.76,2762.8516
M,29,170,62.0,France,Summer,Athletics,Athletics Men's 200 metres,12.619580704254021,21.453287197231838,1.7187323830585406,51.42399999999999,1573.76,2762.8516
M,29,170,62.0,France,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,12.619580704254021,21.453287197231838,1.7187323830585406,51.42399999999999,1573.76,2762.8516
M,23,189,80.0,Germany,Summer,Athletics,Athletics Men's 110 metres Hurdles,11.84962412251682,22.395789591556788,2.068304020467334,63.82299999999999,1956.817,3346.398
M,23,181,72.0,Slovakia,Summer,Athletics,Athletics Men's 400 metres,12.142182938512827,21.97735111870822,1.9166799571212172,58.431,1806.7930000000001,3114.8556
M,27,181,72.0,Slovakia,Summer,Athletics,Athletics Men's 400 metres,12.142182938512827,21.97735111870822,1.9166799571212172,58.431,1779.7930000000001,3076.7356
M,27,181,72.0,Slovakia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,12.142182938512827,21.97735111870822,1.9166799571212172,58.431,1779.7930000000001,3076.7356
M,29,189,80.0,Botswana,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,11.84962412251682,22.395789591556788,2.068304020467334,63.82299999999999,1916.317,3289.218
M,22,168,66.0,Colombia,Summer,Athletics,Athletics Men's 200 metres,13.919258179462263,23.384353741496604,1.7499342266302014,52.518,1666.004,2912.9568
M,26,189,80.0,Germany,Summer,Athletics,Athletics Men's 110 metres Hurdles,11.84962412251682,22.395789591556788,2.068304020467334,63.82299999999999,1936.567,3317.808
M,18,180,75.0,France,Summer,Athletics,Athletics Men's 100 metres,12.860082304526747,23.148148148148145,1.9424056238059446,59.385000000000005,1876.79,3227.7500000000005
M,18,180,75.0,France,Summer,Athletics,Athletics Men's 200 metres,12.860082304526747,23.148148148148145,1.9424056238059446,59.385000000000005,1876.79,3227.7500000000005
M,22,180,75.0,France,Summer,Athletics,Athletics Men's 100 metres,12.860082304526747,23.148148148148145,1.9424056238059446,59.385000000000005,1849.79,3189.63
