Sex,Age,Height,Weight,Team,Season,Sport,Event,ponderal_index,mass_index,surface_area,lean_body_mass,basal_metabolic_rate,estimated_energy_requirements
M,26,183,77.0,Soviet Union,Summer,Athletics,Athletics Men's 200 metres,12.564275652375535,22.99262444384723,1.9879338183575115,61.0,1865.299,3214.7915999999996
M,26,183,77.0,Soviet Union,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,12.564275652375535,22.99262444384723,1.9879338183575115,61.0,1865.299,3214.7915999999996
M,30,183,77.0,Soviet Union,Summer,Athletics,Athletics Men's 100 metres,12.564275652375535,22.99262444384723,1.9879338183575115,61.0,1838.299,3176.6715999999997
M,30,183,77.0,Soviet Union,Summer,Athletics,Athletics Men's 200 metres,12.564275652375535,22.99262444384723,1.9879338183575115,61.0,1838.299,3176.6715999999997
M,30,183,77.0,Soviet Union,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,12.564275652375535,22.99262444384723,1.9879338183575115,61.0,1838.299,3176.6715999999997
M,26,180,77.0,Soviet Union,Summer,Athletics,Athletics Men's 110 metres Hurdles,13.203017832647461,23.76543209876543,1.9642531037672764,60.199,1850.29,3198.6036
M,23,160,63.0,Thailand,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,15.380859374999996,24.609374999999996,1.6560484731800869,49.16099999999999,1577.98,2789.6184000000003
M,21,180,71.0,Yugoslavia,Summer,Athletics,Athletics Men's 400 metres Hurdles,12.17421124828532,21.91358024691358,1.8976830917162073,57.75699999999999,1801.54,3104.9728
M,21,180,71.0,Yugoslavia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,12.17421124828532,21.91358024691358,1.8976830917162073,57.75699999999999,1801.54,3104.9728
M,29,180,71.0,Yugoslavia,Summer,Athletics,Athletics Men's 400 metres Hurdles,12.17421124828532,21.91358024691358,1.8976830917162073,57.75699999999999,1747.54,3028.7328
M,25,178,70.0,Germany,Summer,Athletics,Athletics Men's Long Jump,12.41189328892476,22.093170054286073,1.8710590432526395,56.816,1750.784,3032.514
M,24,180,79.0,Sierra Leone,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,13.545953360768173,24.382716049382715,1.9857766681672113,61.01299999999999,1891.29,3264.7572000000005
M,27,175,63.0,Greece,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,11.755102040816327,20.571428571428573,1.7672119616958524,53.166,1626.025,2832.4384
M,27,175,63.0,Greece,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,11.755102040816327,20.571428571428573,1.7672119616958524,53.166,1626.025,2832.4384
M,22,165,64.0,Soviet Union,Summer,Athletics,Athletics Men's 100 metres,14.247154743022513,23.507805325987146,1.7047812971190182,50.90299999999999,1623.495,2849.6752
M,22,165,64.0,Soviet Union,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,14.247154743022513,23.507805325987146,1.7047812971190182,50.90299999999999,1623.495,2849.6752
M,22,175,66.0,Germany,Summer,Athletics,Athletics Men's 200 metres,12.314868804664723,21.551020408163264,1.8024992038297483,54.387,1701.025,2950.7288000000003
M,22,175,66.0,Germany,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,12.314868804664723,21.551020408163264,1.8024992038297483,54.387,1701.025,2950.7288000000003
M,26,175,66.0,Germany,Summer,Athletics,Athletics Men's 100 metres,12.314868804664723,21.551020408163264,1.8024992038297483,54.387,1674.025,2912.6088
M,26,175,66.0,Germany,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,12.314868804664723,21.551020408163264,1.8024992038297483,54.387,1674.025,2912.6088
M,25,175,68.0,Soviet Union,Summer,Athletics,Athletics Men's 100 metres,12.68804664723032,22.20408163265306,1.825514121572414,55.20099999999999,1708.275,2969.2324000000003
M,25,175,68.0,Soviet Union,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,12.68804664723032,22.20408163265306,1.825514121572414,55.20099999999999,1708.275,2969.2324000000003
M,29,175,68.0,Soviet Union,Summer,Athletics,Athletics Men's 100 metres,12.68804664723032,22.20408163265306,1.825514121572414,55.20099999999999,1681.275,2931.1124000000004
M,29,175,68.0,Soviet Union,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,12.68804664723032,22.20408163265306,1.825514121572414,55.20099999999999,1681.275,2931.1124000000004
M,27,178,71.0,Germany,Summer,Athletics,Athletics Men's 100 metres,12.589206050195115,22.408786769347305,1.8823727341813725,57.223,1751.034,3037.0008
M,27,178,71.0,Germany,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,12.589206050195115,22.408786769347305,1.8823727341813725,57.223,1751.034,3037.0008
M,31,178,71.0,Germany,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,12.589206050195115,22.408786769347305,1.8823727341813725,57.223,1724.034,2998.8808
M,35,178,71.0,Germany,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,12.589206050195115,22.408786769347305,1.8823727341813725,57.223,1697.034,2960.7608
M,26,172,62.0,Kenya,Summer,Athletics,Athletics Men's 400 metres Hurdles,12.184461745506686,20.9572742022715,1.7333685627075124,51.958,1604.016,2802.2336
M,24,183,72.0,Kenya,Summer,Athletics,Athletics Men's 400 metres Hurdles,11.748413597026476,21.49959688255845,1.9320113555938376,58.965,1810.049,3116.1176000000005
M,25,181,74.0,Greece,Summer,Athletics,Athletics Men's 400 metres Hurdles,12.479465797915962,22.587833094227893,1.9391293124149909,59.245000000000005,1820.7930000000001,3142.8892
M,23,187,80.0,Unified Team,Summer,Athletics,Athletics Men's 400 metres,12.233906792616773,22.877405702193368,2.0524128868303193,63.289,1946.8110000000001,3335.606
M,23,187,80.0,Unified Team,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,12.233906792616773,22.877405702193368,2.0524128868303193,63.289,1946.8110000000001,3335.606
M,27,187,80.0,Russia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,12.233906792616773,22.877405702193368,2.0524128868303193,63.289,1919.8110000000001,3297.486
M,24,193,89.0,Germany,Summer,Athletics,Athletics Men's 110 metres Hurdles,12.379926880535237,23.893258879433006,2.197283656958401,68.554,2093.829,3570.3732
M,22,186,80.0,Greece,Summer,Athletics,Athletics Men's Long Jump,12.432290637117596,23.12406058503873,2.044449806860611,63.022000000000006,1948.558,3339.74
M,26,186,80.0,Greece,Summer,Athletics,Athletics Men's Long Jump,12.432290637117596,23.12406058503873,2.044449806860611,63.022000000000006,1921.558,3301.62
M,30,186,80.0,Greece,Summer,Athletics,Athletics Men's Long Jump,12.432290637117596,23.12406058503873,2.044449806860611,63.022000000000006,1894.558,3263.5
M,22,178,79.0,Tonga,Summer,Athletics,Athletics Men's 100 metres,14.007708140357943,24.933720489837143,1.969755578604529,60.479,1894.784,3273.0252
M,26,178,79.0,Tonga,Summer,Athletics,Athletics Men's 100 metres,14.007708140357943,24.933720489837143,1.969755578604529,60.479,1867.784,3234.9052
M,30,178,79.0,Tonga,Summer,Athletics,Athletics Men's 100 metres,14.007708140357943,24.933720489837143,1.969755578604529,60.479,1840.784,3196.7852000000003
M,23,183,78.0,Czechoslovakia,Summer,Athletics,Athletics Men's 110 metres Hurdles,12.727448063445348,23.291229956104985,1.998865489122317,61.407,1899.299,3266.9284
M,27,183,78.0,Slovakia,Summer,Athletics,Athletics Men's 110 metres Hurdles,12.727448063445348,23.291229956104985,1.998865489122317,61.407,1872.299,3228.8084
M,21,183,75.0,Yugoslavia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,12.237930830235912,22.395413419331717,1.9658229487461962,60.18599999999999,1871.549,3215.348
M,25,183,75.0,Yugoslavia,Summer,Athletics,Athletics Men's 400 metres Hurdles,12.237930830235912,22.395413419331717,1.9658229487461962,60.18599999999999,1844.549,3177.228
M,28,180,72.0,Hungary,Summer,Athletics,Athletics Men's 100 metres,12.345679012345677,22.22222222222222,1.908996801953057,58.164,1768.04,3061.8096
M,28,180,72.0,Hungary,Summer,Athletics,Athletics Men's 200 metres,12.345679012345677,22.22222222222222,1.908996801953057,58.164,1768.04,3061.8096
M,28,180,72.0,Hungary,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,12.345679012345677,22.22222222222222,1.908996801953057,58.164,1768.04,3061.8096
M,23,185,80.0,Hungary,Summer,Athletics,Athletics Men's 110 metres Hurdles,12.63498706888042,23.37472607742878,2.0364749447476433,62.754999999999995,1936.8050000000003,3324.8140000000003
M,24,184,80.0,Hungary,Summer,Athletics,Athletics Men's 400 metres Hurdles,12.842113914687268,23.629489603024574,2.0284882192289855,62.487999999999985,1925.0520000000001,3309.888
M,25,184,75.0,Hungary,Summer,Athletics,Athletics Men's 400 metres Hurdles,12.039481795019315,22.152646502835537,1.9736052069640337,60.45299999999999,1849.5520000000001,3182.6240000000003
M,25,184,75.0,Hungary,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,12.039481795019315,22.152646502835537,1.9736052069640337,60.45299999999999,1849.5520000000001,3182.6240000000003
M,25,184,75.0,Hungary,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,12.039481795019315,22.152646502835537,1.9736052069640337,60.45299999999999,1849.5520000000001,3182.6240000000003
M,26,188,90.0,Hungary,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,13.544686630130128,25.46401086464464,2.1661265768996407,67.62599999999999,2069.0640000000003,3547.8799999999997
M,23,175,70.0,Poland,Summer,Athletics,Athletics Men's 400 metres,13.061224489795919,22.857142857142858,1.8481430181213463,56.015,1749.275,3035.3860000000004
M,23,175,70.0,Poland,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,13.061224489795919,22.857142857142858,1.8481430181213463,56.015,1749.275,3035.3860000000004
M,25,177,70.0,Poland,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,12.62345513705195,22.34351559258195,1.8634322556783458,56.54899999999999,1745.781,3027.118
M,23,183,75.0,United States,Summer,Athletics,Athletics Men's 110 metres Hurdles,12.237930830235912,22.395413419331717,1.9658229487461962,60.18599999999999,1858.049,3196.2880000000005
M,23,183,75.0,United States,Summer,Athletics,Athletics Men's Long Jump,12.237930830235912,22.395413419331717,1.9658229487461962,60.18599999999999,1858.049,3196.2880000000005
M,19,183,91.0,Croatia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,14.848689407352905,27.173101615455817,2.1342041273272354,66.698,2105.049,3611.1567999999997
M,25,180,86.0,Ukraine,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,14.74622770919067,26.54320987654321,2.0587363449972003,63.861999999999995,1980.79,3420.0548000000003
M,22,176,71.0,France,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,13.023279019534186,22.920971074380166,1.8670149950637551,56.68900000000001,1774.778,3073.8588
M,25,176,71.0,France,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,13.023279019534186,22.920971074380166,1.8670149950637551,56.68900000000001,1754.528,3045.2688
M,21,190,70.0,Russia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,10.205569324974487,19.390581717451525,1.961685361754835,60.019999999999996,1837.8200000000002,3135.3860000000004
M,21,187,76.0,Bulgaria,Summer,Athletics,Athletics Men's 110 metres Hurdles,11.622211452985935,21.7335354170837,2.0081551581895547,61.661,1905.3110000000001,3260.4788000000003
M,19,173,64.0,Germany,Summer,Athletics,Athletics Men's 200 metres,12.36066011332794,21.383941996057334,1.7643154505802092,53.039,1683.769,2921.4332000000004
M,19,173,64.0,Germany,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,12.36066011332794,21.383941996057334,1.7643154505802092,53.039,1683.769,2921.4332000000004
M,24,189,79.0,Germany,Summer,Athletics,Athletics Men's Long Jump,11.70150382098536,22.11584222166233,2.057276406476663,63.416,1936.317,3313.3212000000003
M,27,184,75.0,Poland,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,12.039481795019315,22.152646502835537,1.9736052069640337,60.45299999999999,1836.0520000000001,3163.564
M,20,180,73.0,West Germany,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,12.517146776406035,22.530864197530864,1.92022051575652,58.571,1835.79,3161.5964000000004
M,24,180,67.0,Malaysia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,11.488340192043895,20.679012345679013,1.8514870595095652,56.129000000000005,1726.29,2982.1956
M,28,180,67.0,Malaysia,Summer,Athletics,Athletics Men's 400 metres,11.488340192043895,20.679012345679013,1.8514870595095652,56.129000000000005,1699.29,2944.0756
M,28,180,67.0,Malaysia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,11.488340192043895,20.679012345679013,1.8514870595095652,56.129000000000005,1699.29,2944.0756
M,25,180,75.0,Soviet Union,Summer,Athletics,Athletics Men's 400 metres Hurdles,12.860082304526747,23.148148148148145,1.9424056238059446,59.385000000000005,1829.54,3161.0400000000004
M,25,180,75.0,Soviet Union,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,12.860082304526747,23.148148148148145,1.9424056238059446,59.385000000000005,1829.54,3161.0400000000004
M,28,183,74.0,Czechoslovakia,Summer,Athletics,Athletics Men's 200 metres,12.0747584191661,22.096807907073963,1.954640281822333,59.778999999999996,1810.549,3125.0912
M,25,186,87.0,Canada,Summer,Athletics,Athletics Men's 110 metres Hurdles,13.520116067865386,25.14741588622962,2.1186484057066624,65.871,2024.558,3475.9776
M,22,181,80.0,Poland,Summer,Athletics,Athletics Men's 400 metres Hurdles,13.491314376125363,24.41927902078691,2.004456034423532,61.687,1923.5430000000001,3312.7599999999998
M,24,182,80.0,Sweden,Summer,Athletics,Athletics Men's 110 metres Hurdles,13.27014972709937,24.151672503320853,2.0124788478793496,61.95399999999999,1915.0460000000003,3299.096
M,27,182,80.0,Sweden,Summer,Athletics,Athletics Men's 110 metres Hurdles,13.27014972709937,24.151672503320853,2.0124788478793496,61.95399999999999,1894.7960000000003,3270.506
M,25,174,78.0,Poland,Summer,Athletics,Athletics Men's Long Jump,14.806310677400104,25.762980578676178,1.9271021449976844,59.004000000000005,1840.772,3199.3044
M,29,174,78.0,Poland,Summer,Athletics,Athletics Men's Long Jump,14.806310677400104,25.762980578676178,1.9271021449976844,59.004000000000005,1813.772,3161.1844
M,24,175,74.0,Germany,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,13.807580174927114,24.163265306122447,1.8923104593315303,57.643,1797.525,3120.0432
M,24,184,73.0,Soviet Union,Summer,Athletics,Athletics Men's 100 metres,11.718428947152132,21.561909262759922,1.9510637541249443,59.638999999999996,1828.8020000000001,3145.0604000000003
M,24,184,73.0,Soviet Union,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,11.718428947152132,21.561909262759922,1.9510637541249443,59.638999999999996,1828.8020000000001,3145.0604000000003
M,25,187,88.0,Poland,Summer,Athletics,Athletics Men's 200 metres,13.457297471878451,25.165146272412706,2.137256389246546,66.545,2043.3110000000001,3504.9204
M,25,187,88.0,Poland,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,13.457297471878451,25.165146272412706,2.137256389246546,66.545,2043.3110000000001,3504.9204
M,26,182,79.0,Poland,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,13.104272855510628,23.849776597029344,2.00174887797203,61.547,1887.7960000000003,3256.4892
M,18,168,63.0,Hong Kong,Summer,Athletics,Athletics Men's 100 metres,13.286564625850342,22.321428571428577,1.7156760407501235,51.297,1651.754,2880.4364
M,25,177,73.0,Poland,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,13.164460357211318,23.301094832264035,1.89696429816801,57.769999999999996,1787.031,3097.7584
M,24,173,73.0,Botswana,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,14.098877941764682,24.3910588392529,1.8657865755650407,56.702,1773.769,3085.7044000000005
M,28,173,73.0,Botswana,Summer,Athletics,Athletics Men's 400 metres,14.098877941764682,24.3910588392529,1.8657865755650407,56.702,1746.769,3047.5843999999997
M,28,173,73.0,Botswana,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,14.098877941764682,24.3910588392529,1.8657865755650407,56.702,1746.769,3047.5843999999997
M,32,173,73.0,Botswana,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,14.098877941764682,24.3910588392529,1.8657865755650407,56.702,1719.769,3009.4644
M,23,168,53.0,Japan,Summer,Athletics,Athletics Men's 400 metres,11.177586113810605,18.77834467120182,1.5941632658036407,47.22699999999999,1480.504,2597.3184
M,23,168,53.0,Japan,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,11.177586113810605,18.77834467120182,1.5941632658036407,47.22699999999999,1480.504,2597.3184
M,22,178,64.0,Poland,Summer,Athletics,Athletics Men's 100 metres,11.348016721302638,20.199469763918696,1.8011393491452972,54.373999999999995,1688.534,2919.8232
M,22,178,64.0,Poland,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,11.348016721302638,20.199469763918696,1.8011393491452972,54.373999999999995,1688.534,2919.8232
M,26,178,64.0,Poland,Summer,Athletics,Athletics Men's 100 metres,11.348016721302638,20.199469763918696,1.8011393491452972,54.373999999999995,1661.534,2881.7032
M,26,178,64.0,Poland,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,11.348016721302638,20.199469763918696,1.8011393491452972,54.373999999999995,1661.534,2881.7032
M,23,181,72.0,Czechoslovakia,Summer,Athletics,Athletics Men's 400 metres Hurdles,12.142182938512827,21.97735111870822,1.9166799571212172,58.431,1806.7930000000001,3114.8556
M,27,181,72.0,Czechoslovakia,Summer,Athletics,Athletics Men's 400 metres Hurdles,12.142182938512827,21.97735111870822,1.9166799571212172,58.431,1779.7930000000001,3076.7356
M,31,181,72.0,Slovakia,Summer,Athletics,Athletics Men's 400 metres Hurdles,12.142182938512827,21.97735111870822,1.9166799571212172,58.431,1752.7930000000001,3038.6156
M,26,193,74.0,Slovakia,Summer,Athletics,Athletics Men's 400 metres Hurdles,10.29342235010795,19.86630513570834,2.031509481316895,62.449,1874.0790000000002,3198.1112000000003
M,27,184,64.0,Poland,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,10.273691131749814,18.90359168241966,1.8449548150635564,55.976,1684.8020000000001,2904.5492000000004
M,26,178,75.0,Uzbekistan,Summer,Athletics,Athletics Men's 100 metres,13.298457095276529,23.671253629592222,1.926734448408978,58.851,1812.784,3140.718
M,30,178,75.0,Uzbekistan,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,13.298457095276529,23.671253629592222,1.926734448408978,58.851,1785.784,3102.598
M,21,187,76.0,Germany,Summer,Athletics,Athletics Men's 400 metres,11.622211452985935,21.7335354170837,2.0081551581895547,61.661,1905.3110000000001,3260.4788000000003
M,21,187,76.0,Germany,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,11.622211452985935,21.7335354170837,2.0081551581895547,61.661,1905.3110000000001,3260.4788000000003
M,21,183,73.0,West Germany,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,11.911586008096288,21.798202394816204,1.9433703806577043,59.372,1844.049,3168.2544
M,23,178,76.0,Finland,Summer,Athletics,Athletics Men's Long Jump,13.475769856546883,23.98687034465345,1.937611047809188,59.257999999999996,1846.784,3192.8548
M,25,189,82.0,Finland,Summer,Athletics,Athletics Men's 400 metres,12.145864725579742,22.955684331345708,2.090123840446237,64.63699999999999,1970.817,3374.4316
M,25,189,82.0,Finland,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,12.145864725579742,22.955684331345708,2.090123840446237,64.63699999999999,1970.817,3374.4316
M,29,189,82.0,Finland,Summer,Athletics,Athletics Men's 400 metres,12.145864725579742,22.955684331345708,2.090123840446237,64.63699999999999,1943.817,3336.3116
M,29,189,82.0,Finland,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,12.145864725579742,22.955684331345708,2.090123840446237,64.63699999999999,1943.817,3336.3116
M,26,183,76.0,Soviet Union,Summer,Athletics,Athletics Men's 400 metres Hurdles,12.401103241305723,22.694018931589476,1.9769202064523155,60.593,1851.549,3191.2448000000004
M,24,180,76.0,Poland,Summer,Athletics,Athletics Men's 400 metres Hurdles,13.031550068587103,23.456790123456788,1.9533706884832789,59.792,1850.04,3194.1168000000002
M,25,187,74.0,Soviet Union,Summer,Athletics,Athletics Men's 110 metres Hurdles,11.316363783170516,21.161600274528865,1.9855232151178284,60.846999999999994,1850.8110000000001,3175.2652000000003
M,27,174,75.0,India,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,14.236837189807792,24.772096710265558,1.8952458991514696,57.783,1786.022,3109.604
M,19,164,57.0,South Africa,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,12.922403911725022,21.192742415229034,1.6157528370318657,47.78699999999999,1542.492,2708.0416
M,23,180,74.0,Poland,Summer,Athletics,Athletics Men's 400 metres Hurdles,12.688614540466391,22.839506172839506,1.9313561673246706,58.977999999999994,1829.29,3156.5532000000003
M,21,173,61.0,Thailand,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,11.781254170515695,20.381569714992146,1.7286812771665965,51.818,1629.019,2831.7327999999998
M,26,168,60.0,Chinese Taipei,Summer,Athletics,Athletics Men's 200 metres,12.653871072238422,21.258503401360546,1.6804664035218662,50.07599999999999,1556.504,2733.556
M,26,168,60.0,Chinese Taipei,Summer,Athletics,Athletics Men's 400 metres,12.653871072238422,21.258503401360546,1.6804664035218662,50.07599999999999,1556.504,2733.556
M,21,163,54.0,Malaysia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,12.468980524606959,20.32443825510934,1.5720620533866727,46.29899999999999,1482.739,2612.9452
M,25,163,54.0,Singapore,Summer,Athletics,Athletics Men's 100 metres,12.468980524606959,20.32443825510934,1.5720620533866727,46.29899999999999,1455.739,2574.8252
M,25,163,54.0,Singapore,Summer,Athletics,Athletics Men's 200 metres,12.468980524606959,20.32443825510934,1.5720620533866727,46.29899999999999,1455.739,2574.8252
M,20,187,80.0,Austria,Summer,Athletics,Athletics Men's 100 metres,12.233906792616773,22.877405702193368,2.0524128868303193,63.289,1967.0610000000001,3364.196
M,20,187,80.0,Austria,Summer,Athletics,Athletics Men's 200 metres,12.233906792616773,22.877405702193368,2.0524128868303193,63.289,1967.0610000000001,3364.196
M,22,180,73.0,Unified Team,Summer,Athletics,Athletics Men's 110 metres Hurdles,12.517146776406035,22.530864197530864,1.92022051575652,58.571,1822.29,3142.5364000000004
M,22,175,68.0,Iraq,Summer,Athletics,Athletics Men's 400 metres,12.68804664723032,22.20408163265306,1.825514121572414,55.20099999999999,1728.525,2997.8224000000005
M,22,175,68.0,Iraq,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,12.68804664723032,22.20408163265306,1.825514121572414,55.20099999999999,1728.525,2997.8224000000005
M,26,175,68.0,Iraq,Summer,Athletics,Athletics Men's 200 metres,12.68804664723032,22.20408163265306,1.825514121572414,55.20099999999999,1701.525,2959.7024
M,26,175,68.0,Iraq,Summer,Athletics,Athletics Men's 400 metres,12.68804664723032,22.20408163265306,1.825514121572414,55.20099999999999,1701.525,2959.7024
M,26,175,68.0,Iraq,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,12.68804664723032,22.20408163265306,1.825514121572414,55.20099999999999,1701.525,2959.7024
M,24,174,68.0,Japan,Summer,Athletics,Athletics Men's 100 metres,12.908065718759065,22.460034350640772,1.8179453206415095,54.934,1710.022,2973.3664
M,24,174,68.0,Japan,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,12.908065718759065,22.460034350640772,1.8179453206415095,54.934,1710.022,2973.3664
M,21,170,72.0,East Germany,Summer,Athletics,Athletics Men's 100 metres,14.654996946875638,24.913494809688583,1.8315049747715482,55.494,1765.26,3074.5596
M,21,170,72.0,East Germany,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,14.654996946875638,24.913494809688583,1.8315049747715482,55.494,1765.26,3074.5596
M,25,170,72.0,East Germany,Summer,Athletics,Athletics Men's 100 metres,14.654996946875638,24.913494809688583,1.8315049747715482,55.494,1738.26,3036.4396
M,28,172,72.0,Germany,Summer,Athletics,Athletics Men's 400 metres Hurdles,14.14969751091099,24.337479718766904,1.8471014900306832,56.02799999999999,1728.016,3018.6416
M,25,173,74.0,Israel,Summer,Athletics,Athletics Men's Long Jump,14.292013256035432,24.725182932941294,1.8766065564138752,57.108999999999995,1780.769,3099.7212
M,29,173,74.0,Israel,Summer,Athletics,Athletics Men's Long Jump,14.292013256035432,24.725182932941294,1.8766065564138752,57.108999999999995,1753.769,3061.6012
M,23,188,80.0,Poland,Summer,Athletics,Athletics Men's 110 metres Hurdles,12.039721449004558,22.634676324128566,2.060364264931289,63.556,1951.8140000000003,3341.002
M,26,194,77.0,Ukraine,Summer,Athletics,Athletics Men's Long Jump,10.545945809725938,20.45913487086832,2.0738681223059015,63.937,1920.3319999999999,3274.1476
M,22,183,77.0,Soviet Union,Summer,Athletics,Athletics Men's Long Jump,12.564275652375535,22.99262444384723,1.9879338183575115,61.0,1892.299,3252.9116000000004
M,26,178,68.0,Uganda,Summer,Athletics,Athletics Men's 400 metres,12.057267766384053,21.461936624163616,1.8481495599975244,56.001999999999995,1716.534,2975.8904
M,26,178,68.0,Uganda,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,12.057267766384053,21.461936624163616,1.8481495599975244,56.001999999999995,1716.534,2975.8904
M,29,176,65.0,Czechoslovakia,Summer,Athletics,Athletics Men's 200 metres,11.922720229151015,20.983987603305785,1.7982546185606292,54.247,1645.028,2865.868
M,29,176,65.0,Czechoslovakia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,11.922720229151015,20.983987603305785,1.7982546185606292,54.247,1645.028,2865.868
M,28,192,80.0,Ukraine,Summer,Athletics,Athletics Men's Long Jump,11.302806712962965,21.70138888888889,2.092054330513728,64.624,1938.076,3314.9359999999997
M,26,186,84.0,South Africa,Summer,Athletics,Athletics Men's 400 metres,13.053905168973477,24.280263614290668,2.0872857337676174,64.64999999999999,1976.558,3395.8072
M,26,186,84.0,South Africa,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,13.053905168973477,24.280263614290668,2.0872857337676174,64.64999999999999,1976.558,3395.8072
M,20,186,69.0,Tunisia,Summer,Athletics,Athletics Men's 400 metres,10.722850674513927,19.944502254595903,1.9198799439916938,58.545,1810.808,3099.7852
M,24,186,69.0,Tunisia,Summer,Athletics,Athletics Men's 400 metres,10.722850674513927,19.944502254595903,1.9198799439916938,58.545,1783.808,3061.6652
M,23,186,70.0,Mexico,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,10.878254307477897,20.23355301190889,1.931656390627583,58.952,1804.308,3094.742
M,20,168,58.0,Chile,Summer,Athletics,Athletics Men's 100 metres,12.232075369830474,20.549886621315196,1.656427569149075,49.262,1569.504,2743.6423999999997
M,26,185,73.0,Panama,Summer,Athletics,Athletics Men's 100 metres,11.529425700353384,21.32943754565376,1.9587456378676662,59.90599999999999,1820.305,3131.3964000000005
M,26,185,73.0,Panama,Summer,Athletics,Athletics Men's 200 metres,11.529425700353384,21.32943754565376,1.9587456378676662,59.90599999999999,1820.305,3131.3964000000005
M,21,190,82.0,Austria,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,11.955095494970115,22.714681440443215,2.098135691378304,64.904,2002.8200000000002,3417.9476000000004
M,25,190,82.0,Austria,Summer,Athletics,Athletics Men's 100 metres,11.955095494970115,22.714681440443215,2.098135691378304,64.904,1975.8200000000002,3379.8275999999996
M,25,190,82.0,Austria,Summer,Athletics,Athletics Men's 200 metres,11.955095494970115,22.714681440443215,2.098135691378304,64.904,1975.8200000000002,3379.8275999999996
M,24,188,75.0,Australia,Summer,Athletics,Athletics Men's 400 metres,11.287238858441773,21.22000905387053,2.0046188106808955,61.521,1876.314,3213.738
M,24,188,75.0,Australia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,11.287238858441773,21.22000905387053,2.0046188106808955,61.521,1876.314,3213.738
