Sex,Age,Height,Weight,Team,Season,Sport,Event
M,28.0,180.0,77.0,Saint Kitts and Nevis,Summer,Athletics,Athletics Men's 100 metres
M,32.0,180.0,77.0,Saint Kitts and Nevis,Summer,Athletics,Athletics Men's 100 metres
M,32.0,180.0,77.0,Saint Kitts and Nevis,Summer,Athletics,Athletics Men's 200 metres
M,40.0,180.0,77.0,Saint Kitts and Nevis,Summer,Athletics,Athletics Men's 100 metres
M,40.0,180.0,77.0,Saint Kitts and Nevis,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,24.0,180.0,74.0,Italy,Summer,Athletics,Athletics Men's 100 metres
M,24.0,180.0,74.0,Italy,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,28.0,180.0,74.0,Italy,Summer,Athletics,Athletics Men's 100 metres
M,28.0,180.0,74.0,Italy,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,32.0,180.0,74.0,Italy,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,26.0,190.0,75.0,Italy,Summer,Athletics,Athletics Men's 100 metres
M,26.0,190.0,75.0,Italy,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,20.0,190.0,82.0,Ireland,Summer,Athletics,Athletics Men's 400 metres
M,20.0,190.0,82.0,Ireland,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,23.0,175.0,64.0,United States,Summer,Athletics,Athletics Men's Long Jump
M,25.0,178.0,65.0,Australia,Summer,Athletics,Athletics Men's Long Jump
M,27.0,180.0,75.0,Ireland,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,26.0,178.0,85.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,20.0,179.0,67.0,Seychelles,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,20.0,179.0,67.0,Seychelles,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,24.0,179.0,67.0,Seychelles,Summer,Athletics,Athletics Men's 400 metres
M,24.0,179.0,67.0,Seychelles,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,23.0,175.0,79.0,Canada,Summer,Athletics,Athletics Men's 200 metres
M,23.0,175.0,79.0,Canada,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,27.0,175.0,79.0,Canada,Summer,Athletics,Athletics Men's 200 metres
M,27.0,175.0,79.0,Canada,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,27.0,175.0,72.0,United States,Summer,Athletics,Athletics Men's Long Jump
M,37.0,175.0,72.0,United States,Summer,Athletics,Athletics Men's Long Jump
M,23.0,180.0,74.0,Spain,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,19.0,178.0,66.0,United States,Summer,Athletics,Athletics Men's Long Jump
M,26.0,185.0,72.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,22.0,175.0,66.0,United States,Summer,Athletics,Athletics Men's 200 metres
M,22.0,175.0,66.0,United States,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,19.0,187.0,74.0,Saint Vincent and the Grenadines,Summer,Athletics,Athletics Men's 200 metres
M,19.0,187.0,74.0,Saint Vincent and the Grenadines,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,23.0,187.0,74.0,Saint Vincent and the Grenadines,Summer,Athletics,Athletics Men's 400 metres
M,23.0,187.0,74.0,Saint Vincent and the Grenadines,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,23.0,187.0,74.0,Saint Vincent and the Grenadines,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,24.0,185.0,80.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,28.0,185.0,80.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 400 metres
M,28.0,185.0,80.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,20.0,173.0,66.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 400 metres
M,20.0,173.0,66.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,23.0,188.0,85.0,Great Britain,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,23.0,188.0,85.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,27.0,188.0,85.0,Great Britain,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,22.0,175.0,74.0,Liberia,Summer,Athletics,Athletics Men's 100 metres
M,22.0,175.0,74.0,Liberia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,26.0,175.0,74.0,Liberia,Summer,Athletics,Athletics Men's 100 metres
M,26.0,175.0,74.0,Liberia,Summer,Athletics,Athletics Men's 200 metres
M,26.0,175.0,74.0,Liberia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,22.0,183.0,75.0,Bahamas,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,29.0,191.0,85.0,Turkey,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,26.0,197.0,85.0,Romania,Summer,Athletics,Athletics Men's Long Jump
M,22.0,188.0,75.0,Puerto Rico,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,26.0,188.0,75.0,Puerto Rico,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,30.0,188.0,75.0,Puerto Rico,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,20.0,183.0,78.0,Spain,Summer,Athletics,Athletics Men's Long Jump
M,24.0,183.0,78.0,Spain,Summer,Athletics,Athletics Men's Long Jump
M,28.0,183.0,78.0,Spain,Summer,Athletics,Athletics Men's Long Jump
M,21.0,186.0,78.0,Italy,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,25.0,186.0,78.0,Italy,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,29.0,186.0,78.0,Italy,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,21.0,180.0,72.0,Antigua and Barbuda,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,25.0,183.0,70.0,Spain,Summer,Athletics,Athletics Men's 400 metres
M,28.0,183.0,70.0,Spain,Summer,Athletics,Athletics Men's 400 metres
M,28.0,183.0,70.0,Spain,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,21.0,168.0,68.0,Honduras,Summer,Athletics,Athletics Men's 200 metres
M,20.0,178.0,72.0,Brazil,Summer,Athletics,Athletics Men's 200 metres
M,20.0,178.0,72.0,Brazil,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,24.0,178.0,72.0,Brazil,Summer,Athletics,Athletics Men's 100 metres
M,24.0,178.0,72.0,Brazil,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,22.0,177.0,68.0,Germany,Summer,Athletics,Athletics Men's 100 metres
M,22.0,177.0,68.0,Germany,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,23.0,181.0,76.0,France,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,27.0,181.0,76.0,France,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,26.0,176.0,72.0,Yugoslavia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,23.0,191.0,82.0,Puerto Rico,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,27.0,191.0,82.0,Puerto Rico,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,22.0,183.0,74.0,United States,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,23.0,180.0,72.0,United States,Summer,Athletics,Athletics Men's 100 metres
M,23.0,180.0,72.0,United States,Summer,Athletics,Athletics Men's 200 metres
M,23.0,180.0,72.0,United States,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,23.0,188.0,81.0,United States,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,24.0,172.0,63.0,India,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,19.0,180.0,74.0,Mozambique,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,27.0,180.0,74.0,Mozambique,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,31.0,180.0,74.0,Mozambique,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,27.0,178.0,77.0,British Virgin Islands,Summer,Athletics,Athletics Men's 200 metres
M,22.0,182.0,73.0,United States,Summer,Athletics,Athletics Men's 100 metres
M,22.0,182.0,73.0,United States,Summer,Athletics,Athletics Men's 200 metres
M,27.0,194.0,85.0,Great Britain,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,22.0,187.0,90.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 100 metres
M,25.0,187.0,90.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 100 metres
M,25.0,187.0,90.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 200 metres
M,29.0,187.0,90.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 100 metres
M,29.0,187.0,90.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,33.0,187.0,90.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 100 metres
M,26.0,181.0,86.0,United States,Summer,Athletics,Athletics Men's 100 metres
M,26.0,181.0,86.0,United States,Summer,Athletics,Athletics Men's 200 metres
M,26.0,181.0,86.0,United States,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,30.0,181.0,86.0,United States,Summer,Athletics,Athletics Men's 200 metres
M,27.0,183.0,76.0,Australia,Summer,Athletics,Athletics Men's Long Jump
M,27.0,176.0,70.0,Philippines,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,27.0,186.0,79.0,United States,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,31.0,186.0,79.0,United States,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,27.0,190.0,88.0,Germany,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,23.0,185.0,84.0,Switzerland,Summer,Athletics,Athletics Men's 200 metres
M,24.0,173.0,67.0,France,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,23.0,183.0,71.0,Canada,Summer,Athletics,Athletics Men's 400 metres
M,27.0,183.0,71.0,Canada,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,24.0,168.0,64.0,Suriname,Summer,Athletics,Athletics Men's 400 metres
M,29.0,175.0,75.0,Cuba,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,25.0,190.0,74.0,Puerto Rico,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,20.0,190.0,73.0,Puerto Rico,Summer,Athletics,Athletics Men's Long Jump
M,26.0,177.0,68.0,Hungary,Summer,Athletics,Athletics Men's 100 metres
M,26.0,177.0,68.0,Hungary,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,30.0,177.0,68.0,Hungary,Summer,Athletics,Athletics Men's 100 metres
M,30.0,177.0,68.0,Hungary,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,34.0,177.0,68.0,Hungary,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,26.0,190.0,81.0,Hungary,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,30.0,190.0,81.0,Hungary,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,34.0,190.0,81.0,Hungary,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,22.0,186.0,84.0,Hungary,Summer,Athletics,Athletics Men's 200 metres
M,22.0,186.0,84.0,Hungary,Summer,Athletics,Athletics Men's 400 metres
M,27.0,186.0,84.0,Hungary,Summer,Athletics,Athletics Men's 100 metres
M,27.0,186.0,84.0,Hungary,Summer,Athletics,Athletics Men's 200 metres
M,27.0,186.0,84.0,Hungary,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,27.0,179.0,70.0,Poland,Summer,Athletics,Athletics Men's 100 metres
M,27.0,179.0,70.0,Poland,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,23.0,183.0,80.0,Dominican Republic,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,27.0,183.0,80.0,Dominican Republic,Summer,Athletics,Athletics Men's 400 metres
M,27.0,183.0,80.0,Dominican Republic,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,23.0,170.0,65.0,Dominican Republic,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,23.0,178.0,73.0,United States,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,21.0,191.0,85.0,Australia,Summer,Athletics,Athletics Men's Long Jump
M,25.0,191.0,85.0,Australia,Summer,Athletics,Athletics Men's Long Jump
M,24.0,170.0,62.0,United States,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,20.0,180.0,71.0,Germany,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,24.0,200.0,82.0,Puerto Rico,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,28.0,200.0,82.0,Puerto Rico,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,32.0,200.0,82.0,Puerto Rico,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,22.0,178.0,72.0,United States,Summer,Athletics,Athletics Men's 200 metres
M,23.0,174.0,77.0,Barbados,Summer,Athletics,Athletics Men's 100 metres
M,23.0,175.0,68.0,Portugal,Summer,Athletics,Athletics Men's 100 metres
M,23.0,175.0,68.0,Portugal,Summer,Athletics,Athletics Men's 200 metres
M,27.0,175.0,68.0,Portugal,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,31.0,175.0,68.0,Portugal,Summer,Athletics,Athletics Men's 100 metres
M,19.0,183.0,73.0,Australia,Summer,Athletics,Athletics Men's 100 metres
M,19.0,183.0,73.0,Australia,Summer,Athletics,Athletics Men's 400 metres
M,19.0,183.0,73.0,Australia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,23.0,183.0,73.0,Australia,Summer,Athletics,Athletics Men's 400 metres
M,23.0,183.0,73.0,Australia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,23.0,183.0,73.0,Australia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,23.0,176.0,66.0,United States,Summer,Athletics,Athletics Men's 100 metres
M,23.0,176.0,66.0,United States,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,28.0,173.0,74.0,Portugal,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,32.0,173.0,74.0,Portugal,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,28.0,173.0,74.0,Portugal,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,32.0,173.0,74.0,Portugal,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,26.0,181.0,74.0,France,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,22.0,188.0,72.0,United States,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,20.0,181.0,69.0,Belgium,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,20.0,181.0,69.0,Belgium,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,20.0,178.0,69.0,Poland,Summer,Athletics,Athletics Men's Long Jump
M,24.0,178.0,69.0,Poland,Summer,Athletics,Athletics Men's Long Jump
M,25.0,173.0,70.0,Haiti,Summer,Athletics,Athletics Men's 400 metres
M,24.0,178.0,72.0,Poland,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,23.0,191.0,78.0,Poland,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,21.0,171.0,65.0,Sao Tome and Principe,Summer,Athletics,Athletics Men's 400 metres
M,25.0,183.0,73.0,New Zealand,Summer,Athletics,Athletics Men's 100 metres
M,24.0,172.0,63.0,Great Britain,Summer,Athletics,Athletics Men's 100 metres
M,24.0,172.0,63.0,Great Britain,Summer,Athletics,Athletics Men's 200 metres
M,24.0,172.0,63.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,32.0,172.0,63.0,Great Britain,Summer,Athletics,Athletics Men's 100 metres
M,32.0,172.0,63.0,Great Britain,Summer,Athletics,Athletics Men's 200 metres
M,32.0,172.0,63.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,25.0,186.0,74.0,Brazil,Summer,Athletics,Athletics Men's 200 metres
M,25.0,186.0,74.0,Brazil,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,29.0,186.0,74.0,Brazil,Summer,Athletics,Athletics Men's 200 metres
M,24.0,175.0,62.0,Sao Tome and Principe,Summer,Athletics,Athletics Men's 100 metres
M,22.0,185.0,75.0,Brazil,Summer,Athletics,Athletics Men's Long Jump
M,26.0,163.0,57.0,Brazil,Summer,Athletics,Athletics Men's 100 metres
M,19.0,187.0,78.0,Brazil,Summer,Athletics,Athletics Men's 100 metres
M,23.0,187.0,78.0,Brazil,Summer,Athletics,Athletics Men's 100 metres
M,23.0,187.0,78.0,Brazil,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,27.0,187.0,78.0,Brazil,Summer,Athletics,Athletics Men's 200 metres
M,27.0,187.0,78.0,Brazil,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,31.0,187.0,78.0,Brazil,Summer,Athletics,Athletics Men's 100 metres
M,31.0,187.0,78.0,Brazil,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,27.0,188.0,85.0,Brazil,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,24.0,179.0,70.0,Brazil,Summer,Athletics,Athletics Men's 400 metres
M,24.0,179.0,70.0,Brazil,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,20.0,174.0,71.0,Brazil,Summer,Athletics,Athletics Men's 200 metres
M,20.0,174.0,71.0,Brazil,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,24.0,174.0,71.0,Brazil,Summer,Athletics,Athletics Men's 100 metres
M,28.0,174.0,71.0,Brazil,Summer,Athletics,Athletics Men's 100 metres
M,32.0,174.0,71.0,Brazil,Summer,Athletics,Athletics Men's 100 metres
M,32.0,174.0,71.0,Brazil,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,25.0,186.0,88.0,Brazil,Summer,Athletics,Athletics Men's 200 metres
M,29.0,186.0,88.0,Brazil,Summer,Athletics,Athletics Men's 200 metres
M,29.0,186.0,88.0,Brazil,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,22.0,185.0,75.0,Brazil,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,22.0,173.0,68.0,Brazil,Summer,Athletics,Athletics Men's 400 metres
M,25.0,184.0,73.0,Brazil,Summer,Athletics,Athletics Men's 400 metres
M,24.0,185.0,72.0,Brazil,Summer,Athletics,Athletics Men's 100 metres
M,24.0,185.0,72.0,Brazil,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,20.0,182.0,80.0,Guinea Bissau,Summer,Athletics,Athletics Men's 100 metres
M,24.0,182.0,80.0,Guinea Bissau,Summer,Athletics,Athletics Men's 100 metres
M,28.0,182.0,80.0,Guinea Bissau,Summer,Athletics,Athletics Men's 100 metres
M,20.0,178.0,74.0,Brazil,Summer,Athletics,Athletics Men's 200 metres
M,20.0,178.0,74.0,Brazil,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,26.0,178.0,74.0,Brazil,Summer,Athletics,Athletics Men's 100 metres
M,26.0,178.0,74.0,Brazil,Summer,Athletics,Athletics Men's 200 metres
M,19.0,187.0,74.0,Brazil,Summer,Athletics,Athletics Men's 200 metres
M,19.0,187.0,74.0,Brazil,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,24.0,187.0,74.0,Brazil,Summer,Athletics,Athletics Men's 100 metres
M,24.0,187.0,74.0,Brazil,Summer,Athletics,Athletics Men's 200 metres
M,27.0,187.0,74.0,Brazil,Summer,Athletics,Athletics Men's 100 metres
M,27.0,187.0,74.0,Brazil,Summer,Athletics,Athletics Men's 200 metres
M,27.0,187.0,74.0,Brazil,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,31.0,187.0,74.0,Brazil,Summer,Athletics,Athletics Men's 200 metres
M,31.0,187.0,74.0,Brazil,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,24.0,172.0,73.0,Brazil,Summer,Athletics,Athletics Men's 100 metres
M,24.0,172.0,73.0,Brazil,Summer,Athletics,Athletics Men's 200 metres
M,24.0,180.0,71.0,Brazil,Summer,Athletics,Athletics Men's 400 metres
M,24.0,180.0,71.0,Brazil,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,20.0,193.0,80.0,Brazil,Summer,Athletics,Athletics Men's 200 metres
M,20.0,193.0,80.0,Brazil,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,24.0,193.0,80.0,Brazil,Summer,Athletics,Athletics Men's 200 metres
M,24.0,182.0,72.0,Poland,Summer,Athletics,Athletics Men's 400 metres
M,21.0,180.0,78.0,Bulgaria,Summer,Athletics,Athletics Men's Long Jump
M,25.0,180.0,78.0,Bulgaria,Summer,Athletics,Athletics Men's Long Jump
M,19.0,178.0,59.0,United States,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,26.0,154.0,76.0,Philippines,Summer,Athletics,Athletics Men's Long Jump
M,23.0,194.0,85.0,Great Britain,Summer,Athletics,Athletics Men's 200 metres
M,23.0,194.0,85.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,22.0,175.0,69.0,Jamaica,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,26.0,175.0,69.0,Jamaica,Summer,Athletics,Athletics Men's 400 metres
M,22.0,183.0,80.0,Ireland,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,24.0,185.0,79.0,France,Summer,Athletics,Athletics Men's Long Jump
M,20.0,179.0,80.0,Benin,Summer,Athletics,Athletics Men's 100 metres
M,24.0,179.0,80.0,Benin,Summer,Athletics,Athletics Men's 200 metres
M,24.0,179.0,80.0,Benin,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,28.0,179.0,80.0,Benin,Summer,Athletics,Athletics Men's 200 metres
M,23.0,188.0,75.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 400 metres
M,23.0,188.0,75.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,28.0,167.0,65.0,Mozambique,Summer,Athletics,Athletics Men's 100 metres
M,22.0,177.0,64.0,Ghana,Summer,Athletics,Athletics Men's 100 metres
M,22.0,177.0,64.0,Ghana,Summer,Athletics,Athletics Men's 200 metres
M,22.0,177.0,64.0,Ghana,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,20.0,172.0,59.0,Liberia,Summer,Athletics,Athletics Men's 100 metres
M,20.0,172.0,59.0,Liberia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,24.0,172.0,59.0,Liberia,Summer,Athletics,Athletics Men's 100 metres
M,24.0,172.0,59.0,Liberia,Summer,Athletics,Athletics Men's 200 metres
M,21.0,185.0,78.0,Czechoslovakia,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,18.0,161.0,78.0,Guinea,Summer,Athletics,Athletics Men's 100 metres
M,24.0,176.0,72.0,Thailand,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,24.0,190.0,80.0,France,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,21.0,183.0,77.0,Bahamas,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,29.0,183.0,77.0,Bahamas,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,22.0,177.0,60.0,Comoros,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,26.0,177.0,60.0,Comoros,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,24.0,187.0,88.0,Great Britain,Summer,Athletics,Athletics Men's 100 metres
M,28.0,187.0,88.0,Great Britain,Summer,Athletics,Athletics Men's 100 metres
M,22.0,188.0,85.0,Fiji,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,24.0,178.0,72.0,United States,Summer,Athletics,Athletics Men's 400 metres
M,21.0,186.0,84.0,United States,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,25.0,186.0,84.0,United States,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,29.0,186.0,84.0,United States,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,33.0,186.0,84.0,United States,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,24.0,176.0,67.0,France,Summer,Athletics,Athletics Men's 100 metres
M,24.0,176.0,67.0,France,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,29.0,187.0,80.0,Czechoslovakia,Summer,Athletics,Athletics Men's 400 metres
M,29.0,187.0,80.0,Czechoslovakia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,24.0,178.0,69.0,Great Britain,Summer,Athletics,Athletics Men's 400 metres
M,22.0,185.0,77.0,Great Britain,Summer,Athletics,Athletics Men's 100 metres
M,22.0,185.0,77.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,22.0,185.0,77.0,Great Britain,Summer,Athletics,Athletics Men's Long Jump
M,26.0,185.0,77.0,Great Britain,Summer,Athletics,Athletics Men's Long Jump
M,30.0,185.0,77.0,Great Britain,Summer,Athletics,Athletics Men's Long Jump
M,24.0,183.0,79.0,United States,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,19.0,183.0,74.0,South Africa,Summer,Athletics,Athletics Men's 400 metres
M,19.0,183.0,74.0,South Africa,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,22.0,183.0,73.0,United States,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,25.0,183.0,73.0,United States,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,25.0,183.0,73.0,United States,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,21.0,185.0,81.0,Jamaica,Summer,Athletics,Athletics Men's 400 metres
M,21.0,185.0,81.0,Jamaica,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,25.0,185.0,81.0,Jamaica,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,21.0,190.0,70.0,United States,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,26.0,190.0,70.0,United States,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,26.0,183.0,79.0,Great Britain,Summer,Athletics,Athletics Men's 400 metres
M,26.0,183.0,79.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,20.0,183.0,76.0,Jamaica,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,28.0,185.0,74.0,United States,Summer,Athletics,Athletics Men's 400 metres
M,28.0,185.0,74.0,United States,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,25.0,188.0,83.0,United States,Summer,Athletics,Athletics Men's Long Jump
M,20.0,171.0,70.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,21.0,162.0,60.0,Bangladesh,Summer,Athletics,Athletics Men's 100 metres
M,21.0,162.0,60.0,Bangladesh,Summer,Athletics,Athletics Men's 200 metres
M,24.0,185.0,74.0,South Africa,Summer,Athletics,Athletics Men's 400 metres
M,24.0,185.0,74.0,South Africa,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,23.0,186.0,74.0,Brazil,Summer,Athletics,Athletics Men's 400 metres
M,27.0,174.0,68.0,Brazil,Summer,Athletics,Athletics Men's 100 metres
M,31.0,174.0,68.0,Brazil,Summer,Athletics,Athletics Men's 100 metres
M,31.0,174.0,68.0,Brazil,Summer,Athletics,Athletics Men's 200 metres
M,20.0,185.0,78.0,Portugal,Summer,Athletics,Athletics Men's Long Jump
M,21.0,182.0,79.0,Brazil,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,21.0,182.0,79.0,Brazil,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,25.0,182.0,79.0,Brazil,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,25.0,182.0,79.0,Brazil,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,29.0,182.0,79.0,Brazil,Summer,Athletics,Athletics Men's 400 metres Hurdles
