Sex,Age,Height,Weight,Team,Season,Sport,Event
M,16.0,170.0,54.0,Somalia,Summer,Athletics,Athletics Men's 400 metres
M,19.0,172.0,73.0,Saudi Arabia,Summer,Athletics,Athletics Men's 100 metres
M,24.0,175.0,77.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,28.0,175.0,67.0,Lesotho,Summer,Athletics,Athletics Men's 400 metres
M,23.0,165.0,65.0,Philippines,Summer,Athletics,Athletics Men's 100 metres
M,23.0,165.0,65.0,Philippines,Summer,Athletics,Athletics Men's 200 metres
M,20.0,182.0,70.0,South Africa,Summer,Athletics,Athletics Men's 400 metres
M,20.0,182.0,70.0,South Africa,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,25.0,182.0,70.0,South Africa,Summer,Athletics,Athletics Men's 400 metres
M,25.0,182.0,70.0,South Africa,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,28.0,182.0,70.0,South Africa,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,23.0,190.0,76.0,South Africa,Summer,Athletics,Athletics Men's Long Jump
M,27.0,190.0,76.0,South Africa,Summer,Athletics,Athletics Men's Long Jump
M,20.0,172.0,62.0,Botswana,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,24.0,172.0,62.0,Botswana,Summer,Athletics,Athletics Men's 400 metres
M,24.0,172.0,62.0,Botswana,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,27.0,184.0,72.0,San Marino,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,28.0,183.0,78.0,East Germany,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,24.0,183.0,75.0,Hungary,Summer,Athletics,Athletics Men's 400 metres
M,26.0,181.0,65.0,British Virgin Islands,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,24.0,188.0,78.0,Germany,Summer,Athletics,Athletics Men's Long Jump
M,23.0,183.0,71.0,Serbia and Montenegro,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,27.0,186.0,81.0,Switzerland,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,21.0,193.0,87.0,Bahamas,Summer,Athletics,Athletics Men's 400 metres
M,21.0,193.0,87.0,Bahamas,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,29.0,193.0,87.0,Bahamas,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,22.0,180.0,66.0,Mexico,Summer,Athletics,Athletics Men's 400 metres
M,21.0,193.0,85.0,Spain,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,25.0,193.0,85.0,Spain,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,25.0,193.0,85.0,Spain,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,26.0,173.0,69.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 100 metres
M,20.0,177.0,65.0,Suriname,Summer,Athletics,Athletics Men's 100 metres
M,19.0,169.0,64.0,Suriname,Summer,Athletics,Athletics Men's 100 metres
M,19.0,169.0,64.0,Suriname,Summer,Athletics,Athletics Men's 200 metres
M,22.0,169.0,64.0,Suriname,Summer,Athletics,Athletics Men's 100 metres
M,22.0,169.0,64.0,Suriname,Summer,Athletics,Athletics Men's 200 metres
M,28.0,180.0,70.0,Portugal,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,32.0,180.0,70.0,Portugal,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,20.0,184.0,83.0,Cuba,Summer,Athletics,Athletics Men's 100 metres
M,20.0,184.0,83.0,Cuba,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,24.0,184.0,83.0,Cuba,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,21.0,178.0,73.0,United States,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,25.0,178.0,73.0,United States,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,28.0,172.0,64.0,Italy,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,21.0,176.0,68.0,Colombia,Summer,Athletics,Athletics Men's 100 metres
M,22.0,188.0,79.0,Nigeria,Summer,Athletics,Athletics Men's 400 metres
M,26.0,188.0,79.0,Nigeria,Summer,Athletics,Athletics Men's 400 metres
M,26.0,188.0,79.0,Nigeria,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,22.0,185.0,77.0,United States,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,22.0,185.0,77.0,United States,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,27.0,170.0,62.0,Lesotho,Summer,Athletics,Athletics Men's 100 metres
M,27.0,170.0,62.0,Lesotho,Summer,Athletics,Athletics Men's 200 metres
M,20.0,170.0,77.0,Dominican Republic,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,20.0,170.0,77.0,Dominican Republic,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,22.0,180.0,74.0,Spain,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,26.0,180.0,74.0,Spain,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,31.0,180.0,74.0,Spain,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,23.0,173.0,63.0,Greece,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,21.0,183.0,75.0,Italy,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,25.0,183.0,75.0,Italy,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,25.0,183.0,75.0,Italy,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,20.0,181.0,73.0,Cuba,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,20.0,181.0,73.0,Cuba,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,24.0,181.0,73.0,Cuba,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,20.0,180.0,67.0,Puerto Rico,Summer,Athletics,Athletics Men's 100 metres
M,20.0,180.0,67.0,Puerto Rico,Summer,Athletics,Athletics Men's 200 metres
M,25.0,184.0,77.0,Great Britain,Summer,Athletics,Athletics Men's Long Jump
M,24.0,172.0,76.0,Brazil,Summer,Athletics,Athletics Men's 100 metres
M,24.0,172.0,76.0,Brazil,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,20.0,174.0,72.0,Chile,Summer,Athletics,Athletics Men's 100 metres
M,20.0,174.0,72.0,Chile,Summer,Athletics,Athletics Men's 200 metres
M,22.0,168.0,65.0,Chile,Summer,Athletics,Athletics Men's 100 metres
M,22.0,168.0,65.0,Chile,Summer,Athletics,Athletics Men's 200 metres
M,26.0,168.0,65.0,Chile,Summer,Athletics,Athletics Men's 100 metres
M,26.0,168.0,65.0,Chile,Summer,Athletics,Athletics Men's 200 metres
M,25.0,188.0,74.0,Spain,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,22.0,188.0,77.0,Jamaica,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,26.0,188.0,77.0,Jamaica,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,19.0,178.0,70.0,Russia,Summer,Athletics,Athletics Men's Long Jump
M,23.0,175.0,68.0,Italy,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,27.0,175.0,68.0,Italy,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,27.0,175.0,68.0,Italy,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,31.0,175.0,68.0,Italy,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,28.0,173.0,75.0,Venezuela,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,20.0,175.0,64.0,Japan,Summer,Athletics,Athletics Men's Long Jump
M,28.0,175.0,64.0,Japan,Summer,Athletics,Athletics Men's Long Jump
M,24.0,183.0,78.0,France,Summer,Athletics,Athletics Men's 100 metres
M,24.0,183.0,78.0,France,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,28.0,183.0,78.0,France,Summer,Athletics,Athletics Men's 100 metres
M,28.0,183.0,78.0,France,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,19.0,183.0,84.0,Liberia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,23.0,181.0,71.0,Finland,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,29.0,172.0,60.0,Lesotho,Summer,Athletics,Athletics Men's 400 metres
M,29.0,172.0,60.0,Lesotho,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,23.0,180.0,75.0,Jamaica,Summer,Athletics,Athletics Men's 400 metres
M,23.0,180.0,75.0,Jamaica,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,27.0,180.0,75.0,Jamaica,Summer,Athletics,Athletics Men's 400 metres
M,27.0,180.0,75.0,Jamaica,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,31.0,180.0,75.0,Jamaica,Summer,Athletics,Athletics Men's 400 metres
M,31.0,180.0,75.0,Jamaica,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,26.0,175.0,65.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 400 metres
M,30.0,175.0,65.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 400 metres
M,30.0,175.0,65.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,20.0,177.0,74.0,Canada,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,21.0,186.0,75.0,United States,Summer,Athletics,Athletics Men's 100 metres
M,21.0,186.0,75.0,United States,Summer,Athletics,Athletics Men's 200 metres
M,21.0,186.0,75.0,United States,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,22.0,187.0,77.0,Nigeria,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,29.0,171.0,65.0,Great Britain,Summer,Athletics,Athletics Men's 100 metres
M,29.0,171.0,65.0,Great Britain,Summer,Athletics,Athletics Men's 200 metres
M,25.0,171.0,67.0,Botswana,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,30.0,189.0,72.0,Ghana,Summer,Athletics,Athletics Men's 400 metres
M,20.0,186.0,72.0,United States,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,28.0,186.0,72.0,United States,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,33.0,186.0,72.0,United States,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,24.0,187.0,75.0,Colombia,Summer,Athletics,Athletics Men's 400 metres
M,21.0,172.0,65.0,Botswana,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,23.0,183.0,75.0,Iraq,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,25.0,188.0,77.0,Lithuania,Summer,Athletics,Athletics Men's 400 metres
M,23.0,173.0,72.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 400 metres
M,23.0,173.0,72.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,22.0,184.0,72.0,Morocco,Summer,Athletics,Athletics Men's Long Jump
M,24.0,173.0,64.0,Liberia,Summer,Athletics,Athletics Men's 200 metres
M,24.0,173.0,64.0,Liberia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,28.0,175.0,70.0,United States,Summer,Athletics,Athletics Men's 100 metres
M,28.0,175.0,70.0,United States,Summer,Athletics,Athletics Men's 200 metres
M,30.0,175.0,70.0,United States,Summer,Athletics,Athletics Men's 100 metres
M,30.0,175.0,70.0,United States,Summer,Athletics,Athletics Men's 400 metres
M,23.0,188.0,82.0,United States,Summer,Athletics,Athletics Men's Long Jump
M,18.0,169.0,65.0,France,Summer,Athletics,Athletics Men's 100 metres
M,18.0,169.0,65.0,France,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,26.0,169.0,65.0,France,Summer,Athletics,Athletics Men's 100 metres
M,26.0,169.0,65.0,France,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,30.0,169.0,65.0,France,Summer,Athletics,Athletics Men's 100 metres
M,30.0,169.0,65.0,France,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,22.0,178.0,69.0,Cameroon,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,26.0,178.0,69.0,Cameroon,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,24.0,180.0,75.0,Canada,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,25.0,180.0,78.0,Bahamas,Summer,Athletics,Athletics Men's Long Jump
M,22.0,177.0,75.0,South Africa,Summer,Athletics,Athletics Men's 200 metres
M,22.0,177.0,75.0,South Africa,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,24.0,174.0,69.0,Malawi,Summer,Athletics,Athletics Men's 400 metres
M,18.0,175.0,67.0,Saudi Arabia,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,18.0,175.0,67.0,Saudi Arabia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,22.0,175.0,67.0,Saudi Arabia,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,20.0,184.0,66.0,Malaysia,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,24.0,184.0,66.0,Malaysia,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,28.0,184.0,66.0,Malaysia,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,20.0,182.0,72.0,Kuwait,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,26.0,188.0,80.0,Zimbabwe,Summer,Athletics,Athletics Men's 400 metres
M,26.0,188.0,80.0,Zimbabwe,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,27.0,168.0,68.0,Zambia,Summer,Athletics,Athletics Men's 100 metres
M,18.0,167.0,65.0,Tonga,Summer,Athletics,Athletics Men's 100 metres
M,24.0,172.0,69.0,Switzerland,Summer,Athletics,Athletics Men's 100 metres
M,24.0,172.0,69.0,Switzerland,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,29.0,180.0,74.0,West Germany,Summer,Athletics,Athletics Men's 400 metres
M,29.0,180.0,74.0,West Germany,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,25.0,180.0,69.0,East Germany,Summer,Athletics,Athletics Men's 400 metres
M,25.0,180.0,69.0,East Germany,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,22.0,183.0,70.0,Canada,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,22.0,163.0,56.0,Kenya,Summer,Athletics,Athletics Men's 400 metres
M,26.0,163.0,56.0,Kenya,Summer,Athletics,Athletics Men's 400 metres
M,29.0,163.0,56.0,Kenya,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,23.0,185.0,80.0,East Germany,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,27.0,185.0,80.0,East Germany,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,27.0,185.0,80.0,East Germany,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,30.0,188.0,73.0,Bahamas,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,34.0,188.0,73.0,Bahamas,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,18.0,170.0,65.0,South Africa,Summer,Athletics,Athletics Men's 200 metres
M,25.0,172.0,65.0,Kenya,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,27.0,176.0,73.0,Venezuela,Summer,Athletics,Athletics Men's 100 metres
M,27.0,176.0,73.0,Venezuela,Summer,Athletics,Athletics Men's 200 metres
M,27.0,176.0,73.0,Venezuela,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,31.0,176.0,73.0,Venezuela,Summer,Athletics,Athletics Men's 100 metres
M,31.0,176.0,73.0,Venezuela,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,23.0,176.0,51.0,Japan,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,20.0,178.0,74.0,Soviet Union,Summer,Athletics,Athletics Men's 100 metres
M,20.0,178.0,74.0,Soviet Union,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,28.0,178.0,74.0,Soviet Union,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,26.0,180.0,70.0,Kazakhstan,Summer,Athletics,Athletics Men's 200 metres
M,30.0,180.0,70.0,Kazakhstan,Summer,Athletics,Athletics Men's 200 metres
M,22.0,163.0,58.0,Indonesia,Summer,Athletics,Athletics Men's 100 metres
M,22.0,163.0,58.0,Indonesia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,23.0,165.0,65.0,United States,Summer,Athletics,Athletics Men's 100 metres
M,23.0,165.0,65.0,United States,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,21.0,174.0,68.0,United States,Summer,Athletics,Athletics Men's 100 metres
M,21.0,174.0,68.0,United States,Summer,Athletics,Athletics Men's 200 metres
M,21.0,174.0,68.0,United States,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,25.0,174.0,68.0,United States,Summer,Athletics,Athletics Men's 100 metres
M,25.0,174.0,68.0,United States,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,22.0,173.0,71.0,Kenya,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,31.0,175.0,70.0,Japan,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,22.0,168.0,58.0,Japan,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,26.0,168.0,58.0,Japan,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,21.0,185.0,75.0,Australia,Summer,Athletics,Athletics Men's 400 metres
M,21.0,185.0,75.0,Australia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,25.0,180.0,66.0,United States,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,22.0,180.0,80.0,Jamaica,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,19.0,165.0,69.0,Sudan,Summer,Athletics,Athletics Men's Long Jump
M,21.0,176.0,69.0,Zambia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,22.0,164.0,55.0,Zambia,Summer,Athletics,Athletics Men's 400 metres
M,22.0,164.0,55.0,Zambia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,20.0,170.0,83.0,Uganda,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,24.0,175.0,68.0,Switzerland,Summer,Athletics,Athletics Men's 200 metres
M,30.0,175.0,64.0,Zimbabwe,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,26.0,176.0,65.0,Congo (Kinshasa),Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,21.0,170.0,58.0,Kenya,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,17.0,178.0,68.0,Zimbabwe,Summer,Athletics,Athletics Men's 100 metres
M,17.0,178.0,68.0,Zimbabwe,Summer,Athletics,Athletics Men's 200 metres
M,21.0,178.0,68.0,Zimbabwe,Summer,Athletics,Athletics Men's 100 metres
M,24.0,181.0,77.0,Czech Republic,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,27.0,181.0,77.0,Czech Republic,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,22.0,187.0,83.0,Poland,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,28.0,170.0,70.0,Zimbabwe,Summer,Athletics,Athletics Men's 100 metres
M,31.0,168.0,56.0,Tanzania,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,31.0,168.0,56.0,Tanzania,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,28.0,174.0,66.0,Malawi,Summer,Athletics,Athletics Men's 400 metres
M,22.0,170.0,63.0,Kenya,Summer,Athletics,Athletics Men's 100 metres
M,18.0,170.0,70.0,Kenya,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,23.0,186.0,82.0,Soviet Union,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,27.0,186.0,82.0,Soviet Union,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,19.0,188.0,71.0,South Africa,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,19.0,188.0,71.0,South Africa,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,23.0,188.0,71.0,South Africa,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,27.0,188.0,71.0,South Africa,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,27.0,188.0,71.0,South Africa,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,29.0,187.0,81.0,Lithuania,Summer,Athletics,Athletics Men's Long Jump
M,22.0,180.0,68.0,Ghana,Summer,Athletics,Athletics Men's 100 metres
M,22.0,180.0,68.0,Ghana,Summer,Athletics,Athletics Men's 200 metres
M,22.0,180.0,68.0,Ghana,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,26.0,180.0,68.0,Ghana,Summer,Athletics,Athletics Men's 100 metres
M,26.0,180.0,68.0,Ghana,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,27.0,175.0,70.0,Ghana,Summer,Athletics,Athletics Men's 100 metres
M,27.0,175.0,70.0,Ghana,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,30.0,175.0,70.0,Ghana,Summer,Athletics,Athletics Men's 100 metres
M,30.0,175.0,70.0,Ghana,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,20.0,186.0,82.0,United States,Summer,Athletics,Athletics Men's Long Jump
M,28.0,186.0,82.0,United States,Summer,Athletics,Athletics Men's Long Jump
M,32.0,186.0,82.0,United States,Summer,Athletics,Athletics Men's Long Jump
M,21.0,176.0,67.0,Czechoslovakia,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,25.0,176.0,67.0,Czechoslovakia,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,21.0,176.0,70.0,Hungary,Summer,Athletics,Athletics Men's 100 metres
M,21.0,176.0,70.0,Hungary,Summer,Athletics,Athletics Men's 200 metres
M,21.0,176.0,70.0,Hungary,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,19.0,178.0,75.0,Chinese Taipei,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,19.0,178.0,75.0,Chinese Taipei,Summer,Athletics,Athletics Men's Long Jump
M,27.0,178.0,75.0,Chinese Taipei,Summer,Athletics,Athletics Men's Long Jump
M,19.0,178.0,65.0,Fiji,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,24.0,185.0,75.0,Japan,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,28.0,185.0,75.0,Japan,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,18.0,193.0,63.0,Fiji,Summer,Athletics,Athletics Men's 110 metres Hurdles
M,21.0,160.0,61.0,Japan,Summer,Athletics,Athletics Men's 200 metres
M,21.0,160.0,61.0,Japan,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,21.0,160.0,61.0,Japan,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,21.0,180.0,73.0,Japan,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,33.0,178.0,79.0,American Samoa,Summer,Athletics,Athletics Men's 100 metres
M,37.0,178.0,79.0,American Samoa,Summer,Athletics,Athletics Men's 100 metres
M,23.0,173.0,67.0,Japan,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,22.0,182.0,84.0,Fiji,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,22.0,182.0,84.0,Fiji,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,23.0,178.0,70.0,Brazil,Summer,Athletics,Athletics Men's 100 metres
M,23.0,178.0,70.0,Brazil,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,27.0,178.0,70.0,Brazil,Summer,Athletics,Athletics Men's 100 metres
M,27.0,178.0,70.0,Brazil,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,21.0,187.0,85.0,France,Summer,Athletics,Athletics Men's 400 metres
M,21.0,187.0,85.0,France,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,29.0,187.0,85.0,France,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,21.0,165.0,59.0,Thailand,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,23.0,170.0,67.0,Japan,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,23.0,170.0,67.0,Japan,Summer,Athletics,Athletics Men's Long Jump
M,28.0,170.0,67.0,Japan,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,28.0,170.0,67.0,Japan,Summer,Athletics,Athletics Men's Long Jump
M,21.0,165.0,70.0,Kiribati,Summer,Athletics,Athletics Men's 100 metres
M,24.0,185.0,74.0,Japan,Summer,Athletics,Athletics Men's 400 metres Hurdles
M,24.0,185.0,74.0,Japan,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,27.0,168.0,60.0,Thailand,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,24.0,182.0,72.0,Australia,Summer,Athletics,Athletics Men's 100 metres
M,24.0,182.0,72.0,Australia,Summer,Athletics,Athletics Men's 200 metres
M,18.0,182.0,63.0,Sao Tome and Principe,Summer,Athletics,Athletics Men's 100 metres
M,22.0,180.0,70.0,Canada,Summer,Athletics,Athletics Men's 100 metres
M,22.0,180.0,70.0,Canada,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,21.0,167.0,61.0,Thailand,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,25.0,167.0,61.0,Thailand,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,27.0,180.0,71.0,Russia,Summer,Athletics,Athletics Men's Long Jump
M,20.0,180.0,70.0,Mexico,Summer,Athletics,Athletics Men's 100 metres
M,20.0,180.0,70.0,Mexico,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,23.0,180.0,70.0,Mexico,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,23.0,180.0,70.0,Mexico,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,16.0,177.0,67.0,Iran,Summer,Athletics,Athletics Men's 100 metres
M,29.0,188.0,80.0,Spain,Summer,Athletics,Athletics Men's 200 metres
M,29.0,188.0,80.0,Spain,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,23.0,178.0,83.0,Kiribati,Summer,Athletics,Athletics Men's 100 metres
M,21.0,179.0,85.0,Ecuador,Summer,Athletics,Athletics Men's 100 metres
M,21.0,179.0,85.0,Ecuador,Summer,Athletics,Athletics Men's 200 metres
M,21.0,180.0,82.0,Cameroon,Summer,Athletics,Athletics Men's 100 metres
M,21.0,180.0,82.0,Cameroon,Summer,Athletics,Athletics Men's 200 metres
M,25.0,180.0,82.0,Cameroon,Summer,Athletics,Athletics Men's 100 metres
M,25.0,180.0,82.0,Cameroon,Summer,Athletics,Athletics Men's 200 metres
M,23.0,177.0,75.0,Senegal,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,27.0,177.0,75.0,Senegal,Summer,Athletics,Athletics Men's 100 metres
M,27.0,177.0,75.0,Senegal,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,31.0,177.0,75.0,Senegal,Summer,Athletics,Athletics Men's 100 metres
M,31.0,177.0,75.0,Senegal,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,23.0,163.0,63.0,Senegal,Summer,Athletics,Athletics Men's 100 metres
M,29.0,173.0,70.0,Senegal,Summer,Athletics,Athletics Men's Long Jump
M,32.0,189.0,82.0,Senegal,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,25.0,182.0,66.0,Senegal,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,26.0,182.0,67.0,Senegal,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,30.0,182.0,67.0,Senegal,Summer,Athletics,Athletics Men's 4 x 400 metres Relay
M,25.0,178.0,68.0,Cote d'Ivoire,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
M,29.0,178.0,68.0,Cote d'Ivoire,Summer,Athletics,Athletics Men's 4 x 100 metres Relay
