Sex,Age,Height,Weight,Team,Season,Sport,Event,total_arm_cmprox,total_leg_cmprox,hat_cmprox,total_arm_cmdist,total_leg_cmdist,hat_cmdist,total_arm_rgcm,total_leg_rgcm,hat_rgcm,total_arm_rgprox,total_leg_rgprox,hat_rgprox,total_arm_rgdist,total_leg_rgdist,hat_rgdist
M,28,180,88.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,22,180,68.0,Germany,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,22,180,68.0,Germany,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,180,68.0,Germany,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,26,180,68.0,Germany,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,183,79.0,Ghana,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,20,176,68.0,Ghana,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,24,176,68.0,Ghana,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,24,176,68.0,Ghana,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,24,183,75.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,22,188,72.0,France,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,22,188,72.0,France,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,26,188,72.0,France,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,23,180,65.0,Poland,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,21,171,72.0,Sierra Leone,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,29,171,72.0,Netherlands,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,29,171,72.0,Netherlands,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,29,171,72.0,Netherlands,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,28,170,73.0,Iran,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,28,170,73.0,Iran,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,22,175,70.0,Togo,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,21,184,77.0,Ukraine,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,29,184,77.0,Ukraine,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,26,176,66.0,Luxembourg,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,26,176,66.0,Luxembourg,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,21,184,72.0,Russia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,20,173,67.0,Canada,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,19,172,72.0,Cote d'Ivoire,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,25,176,71.0,Czechoslovakia,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,25,176,71.0,Czechoslovakia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,27,180,62.0,Sierra Leone,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,27,180,62.0,Sierra Leone,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,27,180,62.0,Sierra Leone,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,20,178,73.0,Papua New Guinea,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,24,178,73.0,Papua New Guinea,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,28,178,73.0,Papua New Guinea,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,24,171,72.0,France,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,24,171,72.0,France,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,18,176,75.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,18,176,75.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,22,176,75.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,176,75.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,26,176,75.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,26,176,75.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,26,176,75.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,30,176,75.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,30,176,75.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,19,180,78.0,Fiji,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,19,180,78.0,Fiji,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,22,177,79.0,Fiji,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,22,177,79.0,Fiji,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,24,175,68.0,United States,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,17,196,95.0,Jamaica,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,21,196,95.0,Jamaica,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,21,196,95.0,Jamaica,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,21,196,95.0,Jamaica,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,25,196,95.0,Jamaica,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,25,196,95.0,Jamaica,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,25,196,95.0,Jamaica,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,29,196,95.0,Jamaica,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,29,196,95.0,Jamaica,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,29,196,95.0,Jamaica,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,27,183,75.0,East Germany,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,27,183,75.0,East Germany,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,19,177,70.0,Luxembourg,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,19,177,70.0,Luxembourg,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,26,172,64.0,Italy,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,26,172,64.0,Italy,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,23,177,61.0,Kenya,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,23,177,61.0,Kenya,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,23,170,64.0,Venezuela,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,23,170,64.0,Venezuela,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,27,170,64.0,Venezuela,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,27,170,64.0,Venezuela,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,20,175,74.0,Soviet Union,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,24,175,74.0,Soviet Union,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,22,180,76.0,Malta,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,26,180,76.0,Malta,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,23,185,74.0,Individual Olympic Athletes,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,27,185,74.0,Netherlands,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,27,185,74.0,Netherlands,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,24,185,78.0,Brazil,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,27,181,70.0,Brazil,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,28,178,63.0,Italy,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,22,176,70.0,France,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,176,70.0,France,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,26,176,70.0,France,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,26,176,70.0,France,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,22,169,58.0,Argentina,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,169,58.0,Argentina,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,22,169,58.0,Argentina,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,26,169,58.0,Argentina,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,26,169,58.0,Argentina,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,27,169,64.0,Thailand,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,23,164,58.0,Thailand,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,23,164,58.0,Thailand,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,19,163,58.0,Thailand,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,23,163,58.0,Thailand,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,23,172,71.0,Equatorial Guinea,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,27,172,71.0,Equatorial Guinea,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,178,68.0,United States,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,22,178,68.0,United States,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,28,183,81.0,West Germany,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,27,178,81.0,Germany,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,27,178,81.0,Germany,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,31,178,81.0,Germany,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,31,178,81.0,Germany,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,26,191,87.0,Belarus,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,24,187,78.0,Russia,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,23,190,78.0,Belgium,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,22,180,72.0,Belgium,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,20,180,69.0,Belgium,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,20,180,69.0,Belgium,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,24,180,69.0,Belgium,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,24,180,69.0,Belgium,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,28,180,69.0,Belgium,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,28,180,69.0,Belgium,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,28,180,69.0,Belgium,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,20,180,67.0,Belgium,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,20,180,67.0,Belgium,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,24,180,67.0,Belgium,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,24,180,67.0,Belgium,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,28,180,67.0,Belgium,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,28,180,67.0,Belgium,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,27,182,71.0,Romania,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,31,182,71.0,Romania,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,26,173,68.0,Spain,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,26,187,76.0,Great Britain,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,24,178,75.0,East Germany,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,24,178,75.0,East Germany,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,22,183,80.0,Soviet Union,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,183,80.0,Soviet Union,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,22,183,80.0,Soviet Union,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,26,183,80.0,Soviet Union,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,26,183,80.0,Soviet Union,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,21,174,70.0,West Germany,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,23,173,74.0,Central African Republic,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,27,173,74.0,Central African Republic,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,24,176,69.0,Switzerland,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,22,180,84.0,Nigeria,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,21,187,74.0,United States,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,25,187,74.0,United States,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,29,187,74.0,United States,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,22,186,73.0,South Africa,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,19,174,63.0,Morocco,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,23,179,70.0,Morocco,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,27,179,70.0,Morocco,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,25,178,76.0,France,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,27,183,75.0,United States,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,27,183,75.0,United States,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,21,178,65.0,France,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,21,178,65.0,France,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,28,178,69.0,Gabon,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,28,178,69.0,Gabon,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,32,178,69.0,Gabon,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,32,178,69.0,Gabon,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,22,175,70.0,United States,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,21,194,93.0,South Africa,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,25,194,93.0,South Africa,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,26,178,67.0,Great Britain,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,23,177,71.0,Poland,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,18,180,70.0,United States,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,175,78.0,United States,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,21,188,80.0,Jamaica,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,21,188,80.0,Jamaica,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,21,188,80.0,Jamaica,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,25,188,80.0,Jamaica,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,25,188,80.0,Jamaica,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,25,188,80.0,Jamaica,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,28,183,75.0,Belgium,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,28,183,75.0,Belgium,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,28,183,75.0,Belgium,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,21,175,70.0,United States,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,21,175,74.0,Ghana,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,25,175,74.0,Ghana,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,27,188,85.0,Great Britain,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,27,188,85.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,26,180,75.0,France,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,27,175,63.0,Sierra Leone,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,20,190,82.0,Yugoslavia,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,20,190,82.0,Yugoslavia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,24,190,82.0,Individual Olympic Athletes,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,24,182,70.0,Bulgaria,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,28,182,70.0,Bulgaria,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,27,175,75.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,27,175,75.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,31,175,75.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,31,175,75.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,31,175,75.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,20,185,77.0,Barbados,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,24,185,77.0,Barbados,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,22,182,77.0,Barbados,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,24,196,93.0,France,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,25,180,68.0,Germany,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,25,180,68.0,Germany,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,23,184,75.0,Italy,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,24,199,88.0,Venezuela,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,24,199,88.0,Venezuela,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,28,199,88.0,Venezuela,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,28,199,88.0,Venezuela,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,22,185,78.0,United States,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,22,180,74.0,Czechoslovakia,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,22,180,74.0,Czechoslovakia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,24,178,77.0,Jamaica,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,22,175,70.0,Costa Rica,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,26,175,70.0,Costa Rica,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,30,175,70.0,Costa Rica,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,30,175,70.0,Costa Rica,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,28,180,73.0,United States,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,24,180,62.0,United States,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,26,185,81.0,United States,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,26,185,81.0,United States,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,18,175,64.0,Argentina,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,24,183,78.0,France,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,20,180,75.0,Great Britain,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,20,188,81.0,Great Britain,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,20,188,81.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,24,188,81.0,Great Britain,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,24,188,81.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,21,185,77.0,Belgium,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,25,185,77.0,Belgium,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,25,185,77.0,Belgium,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,25,180,75.0,Australia,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,25,180,75.0,Australia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,28,180,70.0,Pakistan,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,19,180,74.0,Puerto Rico,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,23,180,74.0,Puerto Rico,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,26,180,74.0,Puerto Rico,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,30,180,74.0,Puerto Rico,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,24,183,72.0,South Africa,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,23,182,71.0,Ireland,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,23,182,71.0,Ireland,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,23,182,71.0,Ireland,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,27,182,71.0,Ireland,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,26,170,72.0,Ghana,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,24,181,78.0,Canada,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,24,181,78.0,Canada,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,31,179,77.0,United States,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,21,175,70.0,United States,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,21,175,70.0,United States,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,23,183,80.0,United States,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,21,183,73.0,Canada,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,21,183,73.0,Canada,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,24,175,64.0,United States,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,26,170,66.0,United States,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,27,177,71.0,Jamaica,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,26,191,70.0,Netherlands,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,26,191,70.0,Netherlands,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
